Navidad 1640	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Jowitt;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2007;;;DATE=^^^;;;TITLE=Pirates? : the politics of plunder, 1550-1650;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990102604800203941/catalog;;;CAT 1=https://hollis.harvard.edu/permalink/f/1lqd3jo/01HVD_ALMA512448930210003941;;;CAT 2=^^^;;;AV=1;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Jowitt	P	0	2007	^^^	"Pirates? : the politics of plunder, 1550-1650"	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	^^^	http://id.lib.harvard.edu/alma/990102604800203941/catalog	https://hollis.harvard.edu/permalink/f/1lqd3jo/01HVD_ALMA512448930210003941	^^^	1			
Navidad 1641	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=L Cogolludo aa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1996;;;DATE=^^^;;;TITLE=Historia de Yucatán;;;DESC=vol 1 of 1 / 5th ed;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Colección Pablo García ;; 6 / Campeche, México : Publicaciones del H. Ayuntamiento de Campeche 1995-1997 / Possibly in 3 volumes published 1996-?;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	L Cogolludo aa	P	1	1996	^^^	Historia de Yucatán	"vol 1 of 1 / 5th ed, , , vol 1 of 1 / 5th ed"	"Colección Pablo García ;; 6 / Campeche, México : Publicaciones del H. Ayuntamiento de Campeche 1995-1997 / Possibly in 3 volumes published 1996-? / "	^^^	^^^	^^^	^^^			
Navidad 1642	PUR;;;OID=^^^;;;AID=^^^;;;OAID=L Munoz;;;FM=1;;;TO=6;;;FORM=P;;;PRIM=0;;;DATE=2005;;;DATE=2005;;;TITLE=Historia general de Guatemala;;;DESC=vol 1 to 3 of 3 / reprint of 1st ed;;;IMPRINT=^^^;;;CAT 0=https://fundacionhcg.org/index.php/biblioteca;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First published 1993 / vol 1 = http://fundacionhcg.org/libros/lq/tomoi/#p=1 / 2 = http://fundacionhcg.org/libros/lq/tomoii/#p=1 / 3 = http://fundacionhcg.org/libros/lq/tomoiii/#p=1;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	L Munoz	P	0	2005—2005	^^^	Historia general de Guatemala	"vol 1 to 3 of 3 / reprint of 1st ed, , , vol 1 to 3 of 3 / reprint of 1st ed / OR vol 1 to 6 of 6"	First published 1993 / vol 1 = http://fundacionhcg.org/libros/lq/tomoi/#p=1 / 2 = http://fundacionhcg.org/libros/lq/tomoii/#p=1 / 3 = http://fundacionhcg.org/libros/lq/tomoiii/#p=1 / 	https://fundacionhcg.org/index.php/biblioteca	^^^	^^^	^^^			
Navidad 1643	PUR;;;OID=^^^;;;AID=^^^;;;OAID=L Vivas;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=^^^;;;DATE=^^^;;;TITLE=^^^;;;DESC=^^^;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Could not locate on 9 Jul 2022;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	L Vivas	P	0	^^^	^^^	^^^	^^^	Could not locate on 9 Jul 2022 / 	^^^	^^^	^^^	^^^			
Navidad 1644	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Landa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=2011;;;DATE=^^^;;;TITLE=Relación de las cosas de Yucatán;;;DESC=vol 1 of 1 / reprint of ^^^ ed;;;IMPRINT=^^^;;;CAT 0=https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/16451;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Copy of 1566 manuscript / earliest Spanish edition found was 1938 = http://id.lib.harvard.edu/alma/990045590860203941/catalog / 1959 edition = https://www.wayeb.org/resources-links/wayeb-resources/ethnohistorical-sources/;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Landa	P	1	2011	^^^	Relación de las cosas de Yucatán	"vol 1 of 1 / reprint of ^^^ ed, , , vol 1 of 1 / reprint of ^^^ ed"	Copy of 1566 manuscript / earliest Spanish edition found was 1938 = http://id.lib.harvard.edu/alma/990045590860203941/catalog / 1959 edition = https://www.wayeb.org/resources-links/wayeb-resources/ethnohistorical-sources/ / 	https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/16451	^^^	^^^	^^^			
Navidad 1645	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Latimer;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2009;;;DATE=^^^;;;TITLE=Buccaneers of the Caribbean: How Piracy Forged an Empire;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=https://hollis.harvard.edu/permalink/f/1lqd3jo/01HVD_ALMA512334273480003941;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=1;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Latimer	P	0	2009	^^^	Buccaneers of the Caribbean: How Piracy Forged an Empire	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	^^^	https://hollis.harvard.edu/permalink/f/1lqd3jo/01HVD_ALMA512334273480003941	^^^	^^^	1			
Navidad 1646	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Leyva;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1991;;;DATE=^^^;;;TITLE=Documentos coloniales de Honduras;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990027286270203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Tegucigalpa, Honduras : Centro de Publicaciones Obispado de Choluteca : Centro de Estudios Históricos y Sociales para el Desarrollo de Honduras (CEHDES), c1991 / Colección Padre Manuel Subirana ; 3;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Leyva	P	1	1991	^^^	Documentos coloniales de Honduras	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	"Tegucigalpa, Honduras : Centro de Publicaciones Obispado de Choluteca : Centro de Estudios Históricos y Sociales para el Desarrollo de Honduras (CEHDES), c1991 / Colección Padre Manuel Subirana ; 3 / "	http://id.lib.harvard.edu/alma/990027286270203941/catalog	^^^	^^^	^^^			
Navidad 1647	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Little;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2011;;;DATE=^^^;;;TITLE=How history's greatest pirates pillaged, plundered, and got away with it : the stories, techniques, and tactics of the most feared sea rovers from 1500-1800;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990128845660203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Little	P	0	2011	^^^	"How history's greatest pirates pillaged, plundered, and got away with it : the stories, techniques, and tactics of the most feared sea rovers from 1500-1800"	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	^^^	http://id.lib.harvard.edu/alma/990128845660203941/catalog	^^^	^^^	^^^			
Navidad 1648	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=M Chavez;;;FM=^^^;;;TO=^^^;;;FORM=A;;;PRIM=0;;;DATE=2016;;;DATE=^^^;;;TITLE=Mapeando la Tologalpa, Espacio no Colonizado en la Nicaragua Colonial;;;DESC=^^^;;;IMPRINT=Temas nicaragüenses. Una revista dedicada a documentar asuntos referentes a Nicaragua – Número 103–Noviembre 2016;;;CAT 0=https://www.enriquebolanos.org/revista/Temas-nicaragüenses-Una-revista-dedicada-a-documentar-asuntos-referentes-a-Nicaragua-–-Número-103–Noviembre-2016;;;CAT 1=https://www.temasnicas.net/revistas/103;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	M Chavez	A	0	2016	^^^	"Mapeando la Tologalpa, Espacio no Colonizado en la Nicaragua Colonial"	"Temas nicaragüenses. Una revista dedicada a documentar asuntos referentes a Nicaragua – Número 103–Noviembre 2016, ^^^, , , "	^^^	https://www.enriquebolanos.org/revista/Temas-nicaragüenses-Una-revista-dedicada-a-documentar-asuntos-referentes-a-Nicaragua-–-Número-103–Noviembre-2016	https://www.temasnicas.net/revistas/103	^^^	^^^			
Navidad 1649	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=MacLeod;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2008;;;DATE=^^^;;;TITLE=Spanish Central America: A Socioeconomic History, 1520–1720;;;DESC=vol 1 of 1 / 2nd revised ed;;;IMPRINT=Austin: University of Texas Press;;;CAT 0=https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First published 1973;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	MacLeod	P	0	2008	^^^	"Spanish Central America: A Socioeconomic History, 1520–1720"	"Austin: University of Texas Press, vol 1 of 1 / 2nd revised ed, , , vol 1 of 1 / 2nd revised ed"	First published 1973 / 	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035	^^^	^^^	^^^			
Navidad 1650	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Marcel;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=1902;;;DATE=^^^;;;TITLE=Les corsaires français au XVIe siècle dans les Antilles;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990059773670203941/catalog;;;CAT 1=http://id.lib.harvard.edu/alma/990047387720203941/catalog;;;CAT 2=^^^;;;AV=^^^;;;NOTE=In 1902 conference papers = http://id.lib.harvard.edu/alma/990047387720203941/catalog;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Marcel	P	0	1902	^^^	Les corsaires français au XVIe siècle dans les Antilles	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	In 1902 conference papers = http://id.lib.harvard.edu/alma/990047387720203941/catalog / 	http://id.lib.harvard.edu/alma/990059773670203941/catalog	http://id.lib.harvard.edu/alma/990047387720203941/catalog	^^^	^^^			
Navidad 1651	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Marley aa;;;FM=1;;;TO=2;;;FORM=P;;;PRIM=0;;;DATE=2010;;;DATE=2010;;;TITLE=Pirates of the Americas;;;DESC=vol 1 to 2 of 2 / 1st ed;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=v. 1. 1650-1685 -- v. 2. 1686-1725.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Marley aa	P	0	2010—2010	^^^	Pirates of the Americas	"vol 1 to 2 of 2 / 1st ed, , , vol 1 to 2 of 2 / 1st ed"	v. 1. 1650-1685 -- v. 2. 1686-1725. / 	^^^	^^^	^^^	^^^			
Navidad 1652	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Martinez;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1983;;;DATE=^^^;;;TITLE=Documentos, historia de Honduras;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990001015880203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Tegucigalpa, Honduras : Editorial Universitaria, 1983;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Martinez	P	1	1983	^^^	"Documentos, historia de Honduras"	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	"Tegucigalpa, Honduras : Editorial Universitaria, 1983 / "	http://id.lib.harvard.edu/alma/990001015880203941/catalog	^^^	^^^	^^^			
Navidad 1653	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Masne aa;;;FM=^^^;;;TO=^^^;;;FORM=A;;;PRIM=0;;;DATE=2011;;;DATE=^^^;;;TITLE=L’invention de la façade caraïbe centraméricaine : indios, negros, y piratas;;;DESC=^^^;;;IMPRINT=Amerika [En ligne], 4 | 2011 / numbered para and sections, no pages;;;CAT 0=https://doi.org/10.4000/amerika.2210;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Masne aa	A	0	2011	^^^	"L’invention de la façade caraïbe centraméricaine : indios, negros, y piratas"	"Amerika [En ligne], 4 | 2011 / numbered para and sections, no pages, ^^^, , , "	^^^	https://doi.org/10.4000/amerika.2210	^^^	^^^	^^^			
Navidad 1654	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Masne;;;FM=^^^;;;TO=^^^;;;FORM=T;;;PRIM=0;;;DATE=2010;;;DATE=^^^;;;TITLE=Les dynamiques spatiales sur la façade caraïbe de l'Amérique centrale : pouvoirs et formation des territoires dans un espace de marges;;;DESC=^^^;;;IMPRINT=^^^;;;CAT 0=https://tel.archives-ouvertes.fr/tel-00601148;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Géographie. Université Paris-Diderot - Paris VII, 2010;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Masne	T	0	2010	^^^	Les dynamiques spatiales sur la façade caraïbe de l'Amérique centrale : pouvoirs et formation des territoires dans un espace de marges	^^^	"Géographie. Université Paris-Diderot - Paris VII, 2010 / "	https://tel.archives-ouvertes.fr/tel-00601148	^^^	^^^	^^^			
Navidad 1655	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=McCarl;;;FM=^^^;;;TO=^^^;;;FORM=T;;;PRIM=0;;;DATE=2010;;;DATE=^^^;;;TITLE=Edición, estudio y notas de “Piratas y contrabandistas de ambas Indias, y estado presente de ellas” (1693) de Drancisco de Seyxas y Lovera;;;DESC=^^^;;;IMPRINT=^^^;;;CAT 0=http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/edición-estudio-y-notas-de-piratas/docview/763491339/se-2?accountid=11311;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	McCarl	T	0	2010	^^^	"Edición, estudio y notas de “Piratas y contrabandistas de ambas Indias, y estado presente de ellas” (1693) de Drancisco de Seyxas y Lovera"	^^^	^^^	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/edición-estudio-y-notas-de-piratas/docview/763491339/se-2?accountid=11311	^^^	^^^	^^^			
Navidad 1656	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Mihok;;;FM=^^^;;;TO=^^^;;;FORM=T;;;PRIM=0;;;DATE=2013;;;DATE=^^^;;;TITLE=Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras;;;DESC=^^^;;;IMPRINT=Tampa, Fl.: University of South Florida;;;CAT 0=https://digitalcommons.usf.edu/etd/4920;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Mihok	T	0	2013	^^^	"Unearthing Augusta: Landscapes of Royalization on Roatan Island, Honduras"	"Tampa, Fl.: University of South Florida, ^^^, , , "	^^^	https://digitalcommons.usf.edu/etd/4920	^^^	^^^	^^^			
Navidad 1657	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Molina;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=1943;;;DATE=^^^;;;TITLE=Antigua Guatemala;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990060736400203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Copy of ??? manuscript / Guatemala : Unión Tipográfica, 1943;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Molina	P	0	1943	^^^	Antigua Guatemala	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	"Copy of ??? manuscript / Guatemala : Unión Tipográfica, 1943 / "	http://id.lib.harvard.edu/alma/990060736400203941/catalog	^^^	^^^	^^^			
Navidad 1658	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Musset;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2002;;;DATE=^^^;;;TITLE=Villes nomades du nouveau monde;;;DESC=vol 1 of 1 / ^^^ ed;;;IMPRINT=^^^;;;CAT 0=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_38738640;;;CAT 1=http://id.lib.harvard.edu/alma/990089565040203941/catalog;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Musset	P	0	2002	^^^	Villes nomades du nouveau monde	"vol 1 of 1 / ^^^ ed, , , vol 1 of 1 / ^^^ ed"	^^^	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_38738640	http://id.lib.harvard.edu/alma/990089565040203941/catalog	^^^	^^^			
Navidad 1659	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Newson;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=1986;;;DATE=^^^;;;TITLE=The cost of conquest : Indian decline in Honduras under Spanish rule;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990013215860203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Dellplain Latin American studies ; no. 20;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Newson	P	0	1986	^^^	The cost of conquest : Indian decline in Honduras under Spanish rule	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	Dellplain Latin American studies ; no. 20 / 	http://id.lib.harvard.edu/alma/990013215860203941/catalog	^^^	^^^	^^^			
Navidad 1660	PUR;;;OID=^^^;;;AID=^^^;;;OAID=O Torres 2019;;;FM=^^^;;;TO=^^^;;;FORM=A;;;PRIM=^^^;;;DATE=2019;;;DATE=^^^;;;TITLE=Miedos y fenómeno de la piratería en el Golfo-Caribe durante el siglo XVI. Un ensayo de aproximación;;;DESC=^^^;;;IMPRINT=Historelo revista de historia regional y local. 11 (2): 267–300;;;CAT 0=http://ref.scielo.org/23mwfc;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###	-^-		0	O Torres 2019	A	^^^	2019	^^^	Miedos y fenómeno de la piratería en el Golfo-Caribe durante el siglo XVI. Un ensayo de aproximación	"Historelo revista de historia regional y local. 11 (2): 267–300, ^^^, , , "	^^^	http://ref.scielo.org/23mwfc	^^^	^^^	^^^			
Navidad 1661	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=O Torres cc;;;FM=^^^;;;TO=^^^;;;FORM=T;;;PRIM=0;;;DATE=2014;;;DATE=^^^;;;TITLE=DE CORSARIOS, MARES Y COSTAS: EL CORSO EN LA CONSTRUCCIÓN DEL ESPACIO GOLFO-CARIBE. 1527-1620;;;DESC=^^^;;;IMPRINT=Mérida, Yuc.: Centro de Investigaciones y Estudios Superiores en Antropología Social;;;CAT 0=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/1044;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	O Torres cc	T	0	2014	^^^	"DE CORSARIOS, MARES Y COSTAS: EL CORSO EN LA CONSTRUCCIÓN DEL ESPACIO GOLFO-CARIBE. 1527-1620"	"Mérida, Yuc.: Centro de Investigaciones y Estudios Superiores en Antropología Social, ^^^, , , "	^^^	http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/1044	^^^	^^^	^^^			
Navidad 1662	PUR;;;OID=^^^;;;AID=^^^;;;OAID=Oertzen;;;FM=^^^;;;TO=^^^;;;FORM=A;;;PRIM=0;;;DATE=1985;;;DATE=^^^;;;TITLE=El colonialismo británico y el reino misquito en los siglos XVII y XVIII;;;DESC=^^^;;;IMPRINT=Encuentro: Revista Académica de la Universidad Centroamericana (24-25). pp. 5-28. ISSN 0424 – 9674;;;CAT 0=http://repositorio.uca.edu.ni/id/eprint/1735;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	-^-		0	Oertzen	A	0	1985	^^^	El colonialismo británico y el reino misquito en los siglos XVII y XVIII	"Encuentro: Revista Académica de la Universidad Centroamericana (24-25). pp. 5-28. ISSN 0424 – 9674, ^^^, , , "	^^^	http://repositorio.uca.edu.ni/id/eprint/1735	^^^	^^^	^^^			
Navidad 1663	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Offen;;;FM=^^^;;;TO=^^^;;;FORM=A;;;PRIM=0;;;DATE=2008;;;DATE=^^^;;;TITLE=El mapeo de la Mosquitia colonial y las prácticas espaciales de los pueblos mosquitos: (The Mapping of Colonial Mosquitia and the Spatial Practices of the Mosquito Indians);;;DESC=^^^;;;IMPRINT=Mesoamérica (Antigua, Guatemala), 2008 (50), p.1-36;;;CAT 0=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0000436764;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	Offen	A	0	2008	^^^	El mapeo de la Mosquitia colonial y las prácticas espaciales de los pueblos mosquitos: (The Mapping of Colonial Mosquitia and the Spatial Practices of the Mosquito Indians)	"Mesoamérica (Antigua, Guatemala), 2008 (50), p.1-36, ^^^, , , "	^^^	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_dialnet_primary_oai_dialnet_unirioja_es_ART0000436764	^^^	^^^	^^^			
Navidad 1664	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=P Iglesias;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2007;;;DATE=^^^;;;TITLE=El puerto de Truxillo, un viaje hacia su melancólico abandono;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990113436760203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	P Iglesias	P	0	2007	^^^	"El puerto de Truxillo, un viaje hacia su melancólico abandono"	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	^^^	http://id.lib.harvard.edu/alma/990113436760203941/catalog	^^^	^^^	^^^			
Navidad 1665	"PUR;;;OID=^^^;;;AID=^^^;;;OAID=P Valle;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1978;;;DATE=^^^;;;TITLE=Expediente de Campos Azules : historia de Bluefields en sus documentos en el 75 aniversario de su erección en ciudad;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990011981990203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Managua : [s.n.], 1978.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	-^-		0	P Valle	P	1	1978	^^^	Expediente de Campos Azules : historia de Bluefields en sus documentos en el 75 aniversario de su erección en ciudad	"vol 1 of 1 / 1st ed, , , vol 1 of 1 / 1st ed"	"Managua : [s.n.], 1978. / "	http://id.lib.harvard.edu/alma/990011981990203941/catalog	^^^	^^^	^^^			
