22 Jan 54	Link	Boston Gazette (56)	
04 Mar 54	Link	New-York Mercury (82)	
21 Mar 54	Link	Boston News-Letter (2698)	
25 Mar 54	Link	Boston Post-Boy (992)	
27 Jun 54	Link	Boston News-Letter (2712)	
15 Jul 54	Link	Boston Post-Boy (1008)	
18 Jul 54	Link	Boston News-Letter (2715)	
05 Aug 54	Link	New-York Mercury (104)	
05 Aug 54	Link	New-York Mercury (104)	
27 Aug 54	Link	Boston Gazette (87)	
12 Sep 54	Link	Boston News-Letter (2723)	
14 Oct 54	Link	Boston Evening-Post (998)	
17 Oct 54	Link	Boston News-Letter (2728)	
04 Nov 54	Link	Boston Post-Boy (1024)	
07 Nov 54	Link	Boston News-Letter (2731)	
11 Nov 54	Link	Boston Evening-Post (1002)	
11 Nov 54	Link	Boston Post-Boy (1025)	
25 Nov 54	Link	Boston Evening-Post (1004)	
25 Nov 54	Link	Boston Post-Boy (1026)	
09 Dec 54	Link	Boston Post-Boy (1028)	
10 Dec 54	Link	Boston Gazette (102)	
12 Dec 54	Link	Boston News-Letter (2736)	
14 Dec 54	Link	Z2000658065	
28 Dec 54	Link	Z2000658101	https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001377136/GDCS?u=camb55135&sid=GDCS&xid=bb8b61c7
30 Jan 55	Link	Z2000658205	
11 Feb 55	Link	Boston Gazette (111)	
11 Mar 55	Link	Boston Gazette (115)	
31 Mar 55	Link	Boston Evening-Post (1022)	
01 Apr 55	Link	Boston Gazette (118)	
03 Apr 55	Link	Boston News-Letter (2752)	
18 Aug 55	Link	Boston Gazette (20)	
21 Aug 55	Link	Boston News-Letter (2772)	
06 Oct 55	Link	Z2001070665	
09 Oct 55	Link	Boston News-Letter (2779)	
11 Oct 55	Link	Z2001247773	
17 Nov 55	Link	Boston Evening-Post (1055)	
16 Feb 56	Link	Boston Gazette (46)	
19 Feb 56	Link	Boston News-Letter (2798)	
04 Mar 56	Link	Boston News-Letter (2800)	
19 Jul 56	Link	New-York Mercury (206)	
19 Jul 56	Link	New-York Mercury (206)	
02 Sep 56	Link	Boston News-Letter (2826)	
07 Oct 56	Link	Boston News-Letter	
25 Oct 56	Link	New-York Mercury (220)	
15 Nov 56	Link	New-York Mercury (223)	
22 Nov 56	Link	New-York Mercury (224)	
02 Dec 56	Link	Boston News-Letter (2839)	
20 Dec 56	Link	Boston Gazette (90)	
10 Jan 57	Link	"New-York Gazette, or Weekly Post-Boy (730)"	
10 Jan 57	Link	"New-York Gazette, or Weekly Post-Boy (730)"	
21 Feb 57	Link	Boston Gazette (99)	
28 Feb 57	Link	"New-York Gazette, or Weekly Post-Boy (737)"	
07 Mar 57	Link	Boston Evening-Post (1123)	
07 Mar 57	Link	Boston Gazette (101)	
07 Mar 57	Link	Boston Gazette (101)	
10 Mar 57	Link	Boston News-Letter (2853)	
25 Apr 57	Link	Boston Gazette (108)	
25 Apr 57	Link	New-York Mercury (246)	
05 May 57	Link	Boston News-Letter (2861)	
23 May 57	Link	Boston Evening-Post (1134)	
30 May 57	Link	"New-York Gazette, or Weekly Post-Boy (750)"	
30 May 57	Link	"New-York Gazette, or Weekly Post-Boy (750)"	
30 May 57	Link	New-York Mercury (251)	
30 May 57	Link	"New-York Gazette, or Weekly Post-Boy (750)"	
30 May 57	Link	New-York Mercury (251)	
30 May 57	Link	"New-York Gazette, or Weekly Post-Boy (750)"	
06 Jun 57	Link	Boston Gazette (114)	
09 Jun 57	Link	Boston News-Letter (2866)	
04 Jul 57	Link	New-York Mercury (256)	
18 Jul 57	Link	"New-York Gazette, or Weekly Post-Boy (757)"	
18 Jul 57	Link	New-York Mercury (258)	
08 Aug 57	Link	Boston Evening-Post (1145)	
08 Aug 57	Link	Boston Gazette (123)	
05 Sep 57	Link	Boston Post-Boy (3)	
19 Sep 57	Link	Boston Post-Boy (5)	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	"New-York Gazette, or Weekly Post-Boy (773)"	
14 Nov 57	Link	New-York Mercury (274)	
14 Aug 58	Link	New-York Mercury (313)	
23 Oct 58	Link	Boston Post-Boy (62)	
22 Jan 59	Link	Boston Evening-Post (1221)	
16 Apr 59	Link	Boston Evening-Post (1233)	
11 Jun 59	Link	Boston Evening-Post (1241)	
20 Aug 59	Link	Boston Evening-Post (1251)	
27 Aug 59	Link	New-York Gazette (28)	
20 Sep 59	Link	Boston News-Letter (2038)	
11 Feb 60	Link	Boston Evening-Post (1276)	
03 Mar 60	Link	New-York Gazette (56)	
03 Mar 60	Link	New-York Mercury (394)	
03 Mar 60	Link	New-York Gazette (56)	
03 Mar 60	Link	New-York Mercury (394)	
21 May 64	Link	Boston Evening-Post (1498)	
07 Jun 64	Link	Boston News-Letter (3146)	
11 Jun 64	Link	The BOSTON Post-Boy & Advertiser. (356)	
11 Jun 64	Link	New-York Gazette (288)	
23 Jul 64	Link	The BOSTON Post-Boy & Advertiser. (362)	
26 Jul 64	Link	Boston News-Letter (3153)	
20 Aug 64	Link	New-York Mercury (669)	
27 Aug 64	Link	Boston Evening-Post (1512)	
17 Sep 64	Link	New-York Mercury (673)	
29 Sep 64	Link	Boston Evening-Post (1521)	
15 Oct 64	Link	Boston Evening-Post (1519)	
22 Oct 64	Link	New-York Gazette (307)	
22 Oct 64	Link	New-York Gazette (307)	
29 Oct 64	Link	"The Boston Post-Boy, &c. Extraordinary. (376)"	
29 Oct 64	Link	New-York Mercury (679)	
29 Oct 64	Link	New-York Mercury (679)	
28 Jan 65	Link	Boston Evening-Post (1534)	
31 Jan 65	Link	Boston News-Letter (3180)	
04 Feb 65	Link	The BOSTON Post-Boy & Advertiser. (390)	
25 Mar 65	Link	The BOSTON Post-Boy & Advertiser. (397)	
15 Apr 65	Link	Boston Evening-Post (1545)	
15 Apr 65	Link	The BOSTON Post-Boy & Advertiser. (400)	
27 May 65	Link	"SUPPLEMENT to the Boston-Gazette, &c. (530)"	
03 Jun 65	Link	New-York Mercury (710)	
06 Jun 65	Link	Boston News-Letter (3198)	
10 Jun 65	Link	Boston Evening-Post (1553)	
10 Jun 65	Link	New-York Mercury (711)	
17 Jun 65	Link	New-York Mercury (712)	
24 Jun 65	Link	Boston Evening-Post (1555)	
24 Jun 65	Link	Boston Gazette (534)	
24 Jun 65	Link	The BOSTON Post-Boy & Advertiser. (410)	
27 Jun 65	Link	Boston News-Letter (3201)	
01 Jul 65	Link	"SUPPLEMENT to the Boston-Gazette, &c. (535)"	
01 Jul 65	Link	The BOSTON Post-Boy & Advertiser. (411)	
08 Jul 65	Link	New-York Mercury (715)	
22 Jul 65	Link	Boston Evening-Post (1559)	
22 Jul 65	Link	Boston Gazette (538)	
22 Jul 65	Link	New-York Gazette	
19 Aug 65	Link	The BOSTON Post-Boy & Advertiser. (418)	
19 Aug 65	Link	Boston Evening-Post (1562)	
19 Aug 65	Link	New-York Mercury (721)	
19 Aug 65	Link	New-York Mercury (721)	
22 Aug 65	Link	Boston News-Letter (3209)	
09 Sep 65	Link	Boston Evening-Post (1565)	
07 Oct 65	Link	Boston Evening-Post (1569)	
07 Oct 65	Link	"SUPPLEMENT to the Boston-Gazette, &c. (549)"	
07 Oct 65	Link	The BOSTON Post-Boy & Advertiser. (425)	
10 Oct 65	Link	Boston News-Letter (3236)	
31 Oct 65	Link	Z2000352153	
16 Dec 65	Link	New-York Mercury (738)	
16 Dec 65	Link	New-York Mercury (738)	
20 Jan 66	Link	New-York Gazette (351)	
20 Jan 66	Link	New-York Mercury (743)	
10 Feb 66	Link	Z2000353875	
10 Feb 66	Link	The BOSTON Post-Boy & Advertiser. (443)	
13 Mar 66	Link	Boston News-Letter	
17 Mar 66	Link	The BOSTON Post-Boy & Advertiser. (448)	
26 May 66	Link	The BOSTON Post-Boy & Advertiser. (458)	
29 May 66	Link	Boston News-Letter (3269)	
28 Jul 66	Link	The BOSTON Post-Boy & Advertiser. (467)	
31 Jul 66	Link	Boston News-Letter (3278)	
27 Oct 66	Link	New-York Gazette (394)	
17 Nov 66	Link	New-York Gazette (397)	
17 Nov 66	Link	New-York Mercury (786)	
02 Feb 67	Link	"(1767, February 2). New-York Gazette (408)"	
05 Feb 67	Link	"New-York Gazette, or Weekly Post-Boy (1257)"	
05 Feb 67	Link	New-York Journal (1257)	
12 Feb 67	Link	Boston News-Letter (3306)	
30 Mar 67	Link	New-York Mercury (804)	
02 Apr 67	Link	New-York Journal (1265)	
02 Apr 67	Link	New-York Journal (1265)	
07 May 67	Link	Boston News-Letter (3318)	
11 May 67	Link	New-York Gazette (422)	
11 May 67	Link	New-York Gazette (422)	
14 May 67	Link	"New-York Gazette, or Weekly Post-Boy (1271)"	
14 May 67	Link	"New-York Gazette, or Weekly Post-Boy (1271)"	
01 Jun 67	Link	New-York Mercury (813)	
01 Jun 67	Link	New-York Mercury (813)	
01 Jun 67	Link	New-York Mercury (813)	
04 Jun 67	Link	"New-York Gazette, or Weekly Post-Boy (1274)"	
04 Jun 67	Link	New-York Journal (1274)	
15 Jun 67	Link	New-York Gazette (427)	
06 Jul 67	Link	Boston Evening-Post (1659)	
16 Jul 67	Link	"New-York Gazette, or Weekly Post-Boy (1280)"	
16 Jul 67	Link	New-York Journal (1280)	
16 Jul 67	Link	"New-York Gazette, or Weekly Post-Boy (1280)"	
16 Jul 67	Link	New-York Journal (1280)	
20 Jul 67	Link	New-York Gazette (432)	
27 Jul 67	Link	New-York Gazette (433)	
06 Aug 67	Link	New-York Journal (1283)	
17 Aug 67	Link	New-York Gazette (436)	
21 Sep 67	Link	"(1767, September 21). New-York Gazette (441)"	
21 Sep 67	Link	"(1767, September 21). New-York Gazette (441)"	
12 Nov 67	Link	"New-York Gazette, or Weekly Post-Boy (1297)"	
16 Nov 67	Link	The BOSTON Post-Boy & Advertiser. (535)	
16 Nov 67	Link	New-York Gazette (449)	
16 Nov 67	Link	New-York Gazette (449)	
19 Nov 67	Link	Boston News-Letter (3346)	
02 May 68	Link	"New-York Gazette, or Weekly Post-Boy (1322)"	
02 May 68	Link	"New-York Gazette, or Weekly Post-Boy (1322)"	
23 May 68	Link	"New-York Gazette, or Weekly Post-Boy (1325)"	
23 May 68	Link	"New-York Gazette, or Weekly Post-Boy (1325)"	
01 Aug 68	Link	Boston Evening-Post (1714)	
22 Aug 68	Link	"New-York Gazette, and Weekly Mercury (877)"	
22 Aug 68	Link	"New-York Gazette, or Weekly Post-Boy (1338)"	
22 Aug 68	Link	"New-York Gazette, or Weekly Post-Boy (1338)"	
13 Oct 68	Link	New-York Journal (1345)	
12 Dec 68	Link	"New-York Gazette, and Weekly Mercury (893)"	
23 Jan 69	Link	Boston Evening-Post (1739)	
26 Jan 69	Link	Boston News-Letter (3408)	
22 May 69	Link	"New-York Gazette, or Weekly Post-Boy (1377)"	
22 May 69	Link	"New-York Gazette, or Weekly Post-Boy (1377)"	
25 May 69	Link	"Boston Chronicle, II (21)"	
29 May 69	Link	Boston Evening-Post (1757)	
29 May 69	Link	The BOSTON Post-Boy & Advertiser. (615)	
01 Jun 69	Link	New-York Journal (1378)	
26 Jun 69	Link	"New-York Gazette, or Weekly Post-Boy (1382)"	
03 Aug 69	Link	Boston News-Letter (3435)	
07 Aug 69	Link	The BOSTON Post-Boy & Advertiser. (625)	
04 Sep 69	Link	Boston Gazette (752)	
16 Oct 69	Link	"New-York Gazette, or Weekly Post-Boy (1398)"	
26 Oct 69	Link	New-York Journal (1399)	
30 Oct 69	Link	"New-York Gazette, and Weekly Mercury (940)"	
16 Nov 69	Link	New-York Journal (1402)	
01 Feb 70	Link	New-York Journal (1413)	
01 Sep 70	Link	Z2000440235	
29 Nov 70	Link	New-York Journal (1456)	
20 Dec 70	Link	Boston News-Letter (3507)	
07 Jan 71	Link	"New-York Gazette, and Weekly Mercury (1002)"	
14 Jan 71	Link	"Massachusetts Spy, I (60)"	
14 Jan 71	Link	"New-York Gazette, and Weekly Mercury (1003)"	
17 Jan 71	Link	New-York Journal (1463)	
04 Apr 71	Link	Boston News-Letter (3522)	
08 Apr 71	Link	Boston Post-Boy (708)	
11 Jul 71	Link	Boston News-Letter (3535)	
18 Jul 71	Link	"Massachusetts Spy, I (20)"	
22 Aug 71	Link	Boston News-Letter (3541)	
19 Sep 71	Link	Boston News-Letter (3545)	
21 Oct 71	Link	Boston Post-Boy (739)	
04 Nov 71	Link	Boston Evening-Post (1884)	
23 Dec 71	Link	Boston Evening-Post (1891)	
30 Mar 72	Link	"New-York Gazette, and Weekly Mercury (1066)"	
30 Apr 72	Link	Z2000682911	
06 Jul 72	Link	Boston Evening-Post (1919)	
06 Jul 72	Link	Boston Post-Boy (776)	
09 Jul 72	Link	Boston News-Letter (3488)	
09 Jul 72	Link	"Massachusetts Spy, II (73)"	
28 Sep 72	Link	Boston Evening-Post (1931)	
28 Sep 72	Link	Boston Post-Boy (788)	
09 Nov 72	Link	Boston Evening-Post (1937)	
19 Nov 72	Link	Boston News-Letter (3607)	
03 May 73	Link	Boston Post-Boy (820)	
21 Jun 73	Link	"New-York Gazette, and Weekly Mercury (1130)"	
24 Jun 73	Link	New-York Journal (1590)	
12 Jul 73	Link	Boston Post-Boy (830)	
15 Jul 73	Link	Boston News-Letter (3641)	
19 Jul 73	Link	Boston Evening-Post (1973)	
05 Aug 73	Link	"RIVINGTON's NEW-YORK GAZETTEER; OR THE CONNECTICUT, NEW-JERSEY, HUDSON's-RIVER, AND QUEBEC WEEKLY ADVERTISER. (16)"	
09 Aug 73	Link	"New-York Gazette, and Weekly Mercury (1137)"	
19 Aug 73	Link	"The Massachusetts Spy Or, Thomas's Boston Journal, III (133)"	
30 Aug 73	Link	"New-York Gazette, and Weekly Mercury (1140)"	
02 Sep 73	Link	New-York Journal (1600)	
02 Sep 73	Link	New-York Journal (1600)	
02 Sep 73	Link	"RIVINGTON's NEW-YORK GAZETTEER; OR THE CONNECTICUT, NEW-JERSEY, HUDSON's-RIVER, AND QUEBEC WEEKLY ADVERTISER. (20)"	
06 Sep 73	Link	Boston Post-Boy (838)	
06 Sep 73	Link	Boston Evening-Post (1980)	
04 Nov 73	Link	"RIVINGTON's NEW-YORK GAZETTEER; OR THE CONNECTICUT, NEW-JERSEY, HUDSON's-RIVER, AND QUEBEC WEEKLY ADVERTISER. (29)"	
11 Nov 73	Link	New-York Journal (1610)	
15 Nov 73	Link	Boston Evening-Post (1990)	
18 Nov 73	Link	"The Massachusetts Spy Or, Thomas's Boston Journal, III (146)"	
30 Nov 73	Link	Z2000770279	
03 Mar 74	Link	New-York Journal (1626)	
07 Apr 74	Link	New-York Journal (1631)	
10 Oct 74	Link	"New-York Gazette, and Weekly Mercury (1200)"	
09 Mar 75	Link	"The Massachusetts Spy Or, Thomas's Boston Journal, V (214)"	
13 Mar 75	Link	Boston Evening-Post (2059)	
17 Apr 75	Link	"New-York Gazette, and Weekly Mercury (1227)"	
08 Jul 76	Link	"New-York Gazette, and Weekly Mercury (1291)"	
22 Nov 77	Link	RIVINGTON's NEW-YORK LOYAL GAZETTE. (144)	
11 Jun 78	Link	"Independent Chronicle, X (512)"	
17 Dec 81	Link	"New-York Gazette, and Weekly Mercury (1574)"	
21 Oct 82	Link	"New-York Gazetteer, or, Northern Intelligencer, I (21)"	
03 Sep 84	Link	"New-York Morning Post, V (241)"	
18 Oct 84	Link	New-York Packet (429)	
22 Nov 84	Link	Loudon's New-York Packet (439)	
22 Nov 84	Link	Loudon's New-York Packet (439)	
06 Dec 84	Link	"American Herald, III (164)"	
05 Feb 85	Link	Z2000582847	
21 Mar 85	Link	Loudon's New-York Packet (473)	
24 Mar 85	Link	New-York Journal and Patriotic Register (2003)	
24 Mar 85	Link	New-York Journal and Patriotic Register (2003)	
09 Jan 86	Link	Loudon's New-York Packet (557)	
12 Jan 86	Link	New-York Journal and Patriotic Register (2045)	
09 Mar 86	Link	Loudon's New-York Packet (574)	
09 Aug 86	Link	Independent Journal (281)	
10 Aug 86	Link	New-York Journal and Patriotic Register (2075)	
27 Sep 86	Link	Independent Journal (295)	
21 Nov 86	Link	Loudon's New-York Packet (647)	
22 Nov 86	Link	Independent Journal (311)	
30 Nov 86	Link	New-York Journal and Patriotic Register (2091)	
05 Dec 86	Link	Loudon's New-York Packet (651)	
02 Jan 87	Link	"Massachusetts Gazette, VI (292)"	
06 Jan 87	Link	Independent Journal (324)	
19 Jun 87	Link	"Massachusetts Gazette, VI (340)"	
03 Jul 87	Link	New-York Morning Post (1028)	
07 Jul 87	Link	"Daily Advertiser, III (739)"	
25 Jul 87	Link	Z2000879373	
07 Aug 87	Link	New-York Packet (721)	
07 Aug 87	Link	New-York Packet (721)	
07 Aug 87	Link	"(1787, August 7). Daily Advertiser, III (765)"	
10 Oct 87	Link	"Daily Advertiser, III (820)"	
10 Oct 87	Link	New-York Morning Post (1113)	
10 Jan 88	Link	"Daily Advertiser, IV (899)"	
11 Jan 88	Link	New-York Packet (766)	
14 Jan 88	Link	"Daily Advertiser, IV (902)"	
16 Jan 88	Link	Independent Journal (431)	
21 Jan 88	Link	"American Herald, VII (328)"	
06 Feb 88	Link	New-York Morning Post (1215)	
10 Jun 88	Link	"Daily Advertiser, IV (1030)"	
21 Jul 89	Link	"Poughkeepsie Journal, IV (207)"	
10 Aug 89	Link	"Daily Advertiser, V (1395)"	
18 Sep 89	Link	New-York Daily Gazette (227)	
19 Sep 89	Link	Gazette of the United States (XLVI)	
26 May 90	Link	"Daily Advertiser, VI (1643)"	
11 Nov 90	Link	New-York Daily Gazette (586)	
06 Jan 91	Link	"Daily Advertiser, VII (1835)"	
18 Nov 93	Link	"Columbian Gazetteer, I (XXVI)"	
25 Nov 93	Link	Boston Gazette (2043)	
29 Nov 93	Link	"American Apollo, III (10)"	
13 Mar 94	Link	Z2001633801	
24 Jul 94	Link	"American Apollo, III (43)"	
15 Oct 94	Link	New-York Daily Gazette (1813)	
14 May 96	Link	"Herald, II (203)"	
05 Apr 97	Link	"Daily Advertiser, XII (3793)"	
05 Apr 97	Link	The Diary or Loudon's Register. (1595)	
06 May 97	Link	"Greenleaf's New York Journal and Patriotic Register., II (36)"	
12 Aug 97	Link	"The Minerva, & Mercantile Evening Advertiser, IV (1120)"	
16 Aug 97	Link	"Herald, IV (330)"	
01 Sep 97	Link	The Diary or Loudon's Register. (1733)	
02 Sep 97	Link	"Herald, IV (335)"	
05 Sep 97	Link	"Albany Centinel, I (19)"	
07 Oct 97	Link	"Spectator, I (2)"	
27 Nov 97	Link	"Time Piece, II (32)"	
15 Dec 97	Link	"Commercial Advertiser, I (65)"	
16 Dec 97	Link	"Spectator, I (24)"	
07 Feb 98	Link	"Commercial Advertiser, I (111)"	
17 Mar 98	Link	"Greenleaf's New York Journal and Patriotic Register., LII (22)"	
17 Mar 98	Link	"Greenleaf's New York Journal and Patriotic Register., LII (22)"	
17 Mar 98	Link	"Greenleaf's New York Journal and Patriotic Register., LII (22)"	
23 Mar 98	Link	"Massachusetts Mercury, XI (24)"	
25 Apr 98	Link	"Daily Advertiser, XIV (4123)"	
07 May 98	Link	New-York Gazette (2954)	
14 Aug 98	Link	"Massachusetts Mercury, XII (13)"	
14 Dec 98	Link	"Daily Advertiser, XIV (4322)"	
24 Dec 98	Link	"Albany Register, XI (727)"	
24 Dec 98	Link	"Albany Register, XI (727)"	
31 Dec 98	Link	"Daily Advertiser, XIV (4335)"	
01 Jan 99	Link	New-York Gazette (4056)	
16 Jan 99	Link	Mercantile Advertiser (2024)	
08 May 99	Link	"Greenleaf's New York Journal, LII (124)"	
13 May 99	Link	"Independent Chronicle, XXXI (1893)"	
29 May 99	Link	"Greenleaf's New York Journal, LII (1289)"	
04 Jun 99	Link	"Massachusetts Mercury, XIII (45)"	
06 Jun 99	Link	"Independent Chronicle, XXXI (1900)"	
08 Jun 99	Link	"Columbian Centinel, XXXI (28)"	
09 Aug 99	Link	Mercantile Advertiser (2199)	
16 Aug 99	Link	New-York Gazette (4269)	
16 Aug 99	Link	New-York Gazette (4269)	
28 Aug 99	Link	Mercantile Advertiser (2214)	
12 Oct 99	Link	Mercantile Advertiser (2253)	
29 Mar 00	Link	Mercantile Advertiser (2392)	
08 Apr 00	Link	"Daily Advertiser, XVI (4728)"	
30 May 00	Link	"Commercial Advertiser, III (825)"	
09 Jun 00	Link	"American Citizen, I (78)"	
11 Jun 00	Link	"Constitutional Telegraph, I (73)"	
11 Jun 00	Link	"Republican Watch-Tower, I (25)"	
17 Jun 00	Link	"American Citizen, I (85)"	
18 Jun 00	Link	"Spectator, III (285)"	
07 Jan 01	Link	"Republican Watch-Tower, I (84)"	
11 Aug 01	Link	Mercantile Advertiser (2813)	
21 Nov 01	Link	"Weekly Museum, XIV (6)"	
21 Jan 02	Link	"Commercial Advertiser, V (1332)"	
22 Jan 02	Link	"Daily Advertiser, XVIII (5272)"	
22 Jan 02	Link	Mercantile Advertiser (2953)	
23 Jan 02	Link	"Weekly Museum, XIV (15)"	
28 Jan 02	Link	"Boston Commercial Gazette, XI (43)"	
29 Jan 02	Link	"Commercial Advertiser, V (1339)"	
30 Jan 02	Link	"Columbian Centinel, XXXVI (44)"	
30 Jan 02	Link	"Constitutional Telegraph, III (244)"	
30 Jan 02	Link	Mercantile Advertiser (2960)	
26 Feb 02	Link	Evening Post (88)	
19 Mar 02	Link	"New-York Gazette, XV (5062)"	
11 Sep 02	Link	Mercantile Advertiser (3142)	
06 Dec 02	Link	"New-York Gazette, XV (5293)"	
14 Dec 02	Link	Mercantile Advertiser (3222)	
04 Feb 03	Link	"Commercial Advertiser, VI (1654)"	
11 Mar 03	Link	"Albany Register, XV (1166)"	
18 Mar 03	Link	"Commercial Advertiser, VI (1688)"	
19 Mar 03	Link	"Spectator, VI (588)"	
26 Mar 03	Link	"Columbian Centinel, XXXIX (8)"	
27 Mar 03	Link	"American Citizen, 4 (939)"	
25 Oct 03	Link	Morning Chronicle (329)	
27 Oct 03	Link	Chronicle Express (97)	
02 Dec 03	Link	"American Citizen, 4 (1144)"	
03 Dec 03	Link	"Republican Watch-Tower, 4 (414)"	
13 Dec 03	Link	"New-England Palladium, 22 (47)"	
27 Dec 03	Link	Evening Post (656)	
13 Mar 04	Link	Evening Post (722)	
14 Mar 04	Link	Morning Chronicle (450)	
14 Mar 04	Link	New-York Herald (230)	
04 Aug 04	Link	"Weekly Museum, XVI (31)"	
04 Aug 04	Link	"Weekly Museum, XVI (31)"	
06 Aug 04	Link	Albany Gazette	
18 Aug 04	Link	"Commercial Advertiser, VII (2924)"	
18 Aug 04	Link	"Daily Advertiser, XX (5583)"	
24 Aug 04	Link	"Repertory, I (116)"	
24 Aug 04	Link	"Repertory, I (116)"	
01 Sep 04	Link	"Commercial Advertiser, VII (2936)"	
03 Sep 04	Link	"Daily Advertiser, XX (5597)"	
03 Sep 04	Link	Evening Post (868)	
05 Sep 04	Link	New-York Herald (280)	
07 Sep 04	Link	"Repertory, I (120)"	
08 Sep 04	Link	"Columbian Centinel, 42 (4)"	
12 Oct 04	Link	Evening Post (902)	
27 Oct 04	Link	"Spectator, VII (366)"	
03 Dec 04	Link	"Daily Advertiser, XX (5714)"	
25 Feb 05	Link	"Commercial Advertiser, VIII (3084)"	
25 Mar 05	Link	"Suffolk Gazette, II (58)"	
17 Apr 05	Link	Mercantile Advertiser (3955)	
17 Apr 05	Link	"Spectator, VIII (783)"	
16 May 05	Link	Morning Chronicle (804)	
21 May 05	Link	"Daily Advertiser, 21 (5853)"	
04 Jun 05	Link	"Balance, IV (23)"	
10 Jun 05	Link	"Daily Advertiser, 21 (5870)"	
11 Jun 05	Link	"Commercial Advertiser, VIII (3175)"	
12 Jun 05	Link	"Spectator, VIII (799)"	
12 Jun 05	Link	"Spectator, VIII (799)"	
07 Sep 05	Link	"Spectator, VIII (824)"	
07 Sep 05	Link	"Spectator, VIII (824)"	
26 Nov 05	Link	Mercantile Advertiser (4148)	
02 Dec 05	Link	Morning Chronicle (957)	
09 Dec 05	Link	"Boston Commercial Gazette, 19 (30)"	
14 Dec 05	Link	Mercantile Advertiser (4164)	
10 Feb 06	Link	"Boston Commercial Gazette, 19 (47)"	
04 Oct 06	Link	Columbian Centinel (2351)	
07 Oct 06	Link	"Repertory, III (80)"	
07 Oct 06	Link	"Repertory, III (80)"	
09 Oct 06	Link	"Boston Commercial Gazette, 21 (12)"	
09 Oct 06	Link	Mercantile Advertiser (4416)	
09 Oct 06	Link	Morning Chronicle (1196)	
09 Oct 06	Link	"New-York Gazette, XIX (6418)"	
09 Oct 06	Link	"New-York Gazette, XIX (6418)"	
27 Dec 06	Link	Columbian Centinel (2375)	
09 Jul 07	Link	"Boston Commercial Gazette, 22 (37)"	
10 Jul 07	Link	"Repertory, IV (55)"	
14 Jul 07	Link	"New-England Palladium, 30 (4)"	
15 Jul 07	Link	"Commercial Advertiser, X (3780)"	
16 Jul 07	Link	"Public Advertiser, I (165)"	
16 Jul 07	Link	"The People's Friend & Daily Advertiser, I (270)"	
24 Aug 12	Link	Mercantile Advertiser (7676)	
10 Nov 12	Link	"New-York Gazette & General Advertiser, XXIV (9583)"	
23 Jan 13	Link	"Shamrock, III (7)"	
02 Mar 13	Link	"Bee, III (135)"	
02 Mar 13	Link	"Statesman, I (165)"	
04 Jun 13	Link	"New-England Palladium, XLI (45)"	
30 Nov 16	Link	"Suffolk County Recorder, I (7)"	
30 Nov 16	Link	"Suffolk County Recorder, I (7)"	
17 Jan 17	Link	"New England Palladium & Commercial Advertiser, XLIV (5)"	
15 Mar 17	Link	"New-York Gazette, XXVIII (11001)"	
15 Mar 17	Link	"New-York Gazette, XXVIII (11001)"	
25 Sep 18	Link	"New England Palladium & Commercial Advertiser, XLVII (25)"	
09 Oct 18	Link	Mercantile Advertiser (8563)	
02 Apr 19	Link	"Columbian, X (2770)"	
02 Apr 19	Link	Mercantile Advertiser (8712)	
05 Apr 19	Link	"Boston Patriot and Daily Chronicle, IV (568)"	
07 Apr 19	Link	"Independent Chronicle & Boston Patriot, LI (3960)"	
08 May 19	Link	"Boston Daily Advertiser, XVIII (32)"	
08 May 19	Link	"Repertory, XVII (37)"	
27 May 19	Link	Evening Post (5287)	
01 Jun 19	Link	"Northern Whig, XI (23)"	
02 Jun 19	Link	"Independent Chronicle & Boston Patriot, LI (3976)"	
02 Jun 19	Link	"Independent Chronicle & Boston Patriot, LI (3976)"	
08 Jun 19	Link	"Westchester Herald, II (73)"	
07 Jul 19	Link	"Columbian, X (2848)"	
28 Jul 19	Link	"Columbian, X (2866)"	
30 Jul 19	Link	"Spectator, XXII"	
07 Dec 19	Link	"Columbian, X (2978)"	
16 Dec 19	Link	"Boston Commercial Gazette, 53 (1)"	
11 Jan 20	Link	"Columbian, XI (2915)"	
11 Jan 20	Link	New-York Daily Advertiser (852)	
14 Jan 20	Link	"Boston Daily Advertiser, XXVIII (37)"	
14 Jan 20	Link	"New-England Palladium, L (4)"	
15 Jan 20	Link	"Repertory, XVII (141)"	
13 Oct 20	Link	"Columbian, XI (3151)"	
14 Oct 20	Link	Mercantile Advertiser (9192)	
14 Oct 20	Link	"National Advocate, VIII (2400)"	
14 Oct 20	Link	"Patron of Industry, I (32)"	
17 Oct 20	Link	"Spectator, XXIII"	
20 Oct 20	Link	"New-York Statesman, I (46)"	
25 Oct 20	Link	"American Journal, IV (11)"	
25 Oct 20	Link	"American Journal, IV (11)"	
04 Nov 20	Link	"Christian Watchman & Baptist Register, I (47)"	


> 1820: Table 1
