Log f All: Table 1
1864	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1865	"BZD	1.00"		"£	0.20"	0	4	0	Blue book p 142		"BZD	1.00"	"£	0.21"	0	4	2								
1866	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1867	"BZD	1.00"		"£	0.20"	0	4	0	Blue book p 172		"BZD	1.00"	"£	0.21"	0	4	2								
1868	"BZD	1.00"		"£	0.20"	0	4	0	Blue book p 151		"BZD	1.00"	"£	0.21"	0	4	2								
1869	"BZD	1.00"		"£	0.20"	0	4	0	Blue book p 135		"BZD	1.00"	"£	0.21"	0	4	2								
1870	"BZD	1.00"		"£	0.20"	0	4	0	Blue book p 118		"BZD	1.00"	"£	0.21"	0	4	2								
1871	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1872	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1873	"BZD	1.00"		"£	0.20"	0	4	0		Panic of 1873; silver value plummets; US + Europe move to gold std	"BZD	1.00"	"£	0.21"	0	4	2								
1874	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1875	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								
1876	"BZD	1.00"		"£	0.20"	0	4	0			"BZD	1.00"	"£	0.21"	0	4	2								Sp. silver dollar demonetised by Act; Chalmers 1893 p 113
1877	"BZD	1.00"		"£	0.20"	0	4	0															
1878	"BZD	1.00"		"£	0.20"	0	4	0															
1879	"BZD	1.00"		"£	0.20"	0	4	0		De jure Sp silver $ 5.125 = £ 1.0.0 Sterling													
1880	"BZD	1.00"		"£	0.20"	0	4	0															
1881	"BZD	1.00"		"£	0.20"	0	4	0															
1882	"BZD	1.00"		"£	0.20"	0	4	0															
1883	"BZD	1.00"		"£	0.20"	0	4	0															
1884	"BZD	1.00"		"£	0.20"	0	4	0															
1885	"BZD	1.00"		"£	0.20"	0	4	0															
1886	"BZD	1.00"		"£	0.20"	0	4	0	C.5071 p 182														
1887	"BZD	1.00"		"£	0.15"	0	3	1	BB 87 p V1	Guatemala silver $ made std > 15 Sep; C.5897-1; BB 1893 p X1													
1888	"BZD	1.00"		"£	0.15"	0	3	1	C.5897-1														
1889	"BZD	1.00"		"£	0.14"	0	2	10	C.6269														
1890	"BZD	1.00"		"£	0.14"	0	2	10	C.6563-3														
1891	"BZD	6.49"		"£	1.00"	1	0	0	BB 91 p X1	Possibly = market rather than Treasury rate													
1892	"BZD	1.00"		"£	0.15"	0	3	0	C.6857-44														
1893	"BZD	1.00"		"£	0.14"	0	2	9	C.7319-14	"De facto rate $ 1 = 0.2.1 < Jul; 0.2.0 thereafter, per C.7944-14"													
1894	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0		"US gold $ on 15 Oct; C.7944-14; Accts in US gold dollars, BB p X2; De facto Gua silver $ 1 = 0.2.0, per C.7944-14"													
1895	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1896	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1897	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1898	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1899	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1900	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1901	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1902	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1903	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1904	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1905	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1906	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1907	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1908	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1909	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1910	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1911	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1912	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1913	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1914	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1915	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1916	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1917	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1918	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1919	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1920	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1921	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1922	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1923	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1924	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1925	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1926	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1927	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1928	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1929	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1930	"BZD	4.86"	"$	4.86"	"£	1.00"	1	0	0															
1931	"BZD	4.86"	"$	4.86"						UK abandons gold std. > 21 Sep; Hon stays with US gold $													
1932	"BZD	4.86"	"$	4.86"																			
1933	"BZD	4.86"	"$	4.86"																			
1934	"BZD	4.86"	"$	4.86"																			
1935	"BZD	4.86"	"$	4.86"																			
1936	"BZD	4.86"	"$	4.86"																			
1937	"BZD	4.86"	"$	4.86"																			
1938	"BZD	4.86"	"$	4.86"																			
1939	"BZD	4.86"	"$	4.86"																			
1940	"BZD	4.86"	"$	4.86"																			
1941	"BZD	4.86"	"$	4.86"																			
1942	"BZD	4.86"	"$	4.86"																			
1943	"BZD	4.86"	"$	4.86"																			
1944	"BZD	4.86"	"$	4.86"																			
1945	"BZD	4.86"	"$	4.86"																			
1946	"BZD	4.86"	"$	4.86"																			
1947	"BZD	4.86"	"$	4.86"																			
1948	"BZD	4.86"	"$	4.86"																			
1949	"BZD	4.86"	"$	4.86"					Col Rep 49	B$ 1 = US$ 1 < 31 Dec; thereafter B$ 4 = £ 1													
1950	"BZD	4.00"		"£	1.00"	1	0	0															
1951	"BZD	4.00"		"£	1.00"	1	0	0															
1952	"BZD	4.00"		"£	1.00"	1	0	0	Col Rep 52														
1953	"BZD	4.00"		"£	1.00"	1	0	0															
1954	"BZD	4.00"		"£	1.00"	1	0	0															
1955	"BZD	4.00"		"£	1.00"	1	0	0															
1956	"BZD	4.00"		"£	1.00"	1	0	0															
1957	"BZD	4.00"		"£	1.00"	1	0	0															
1958	"BZD	4.00"		"£	1.00"	1	0	0															
1959	"BZD	4.00"		"£	1.00"	1	0	0															
1960	"BZD	4.00"		"£	1.00"	1	0	0															
1961	"BZD	4.00"		"£	1.00"	1	0	0															
1962	"BZD	4.00"		"£	1.00"	1	0	0															
1963	"BZD	4.00"		"£	1.00"	1	0	0															
1964	"BZD	4.00"		"£	1.00"	1	0	0															
1965	"BZD	4.00"		"£	1.00"	1	0	0															
1966	"BZD	4.00"		"£	1.00"	1	0	0															
1967	"BZD	4.00"		"£	1.00"	1	0	0															
1968	"BZD	4.00"		"£	1.00"	1	0	0															
1969	"BZD	4.00"		"£	1.00"	1	0	0															
1970	"BZD	4.00"		"£	1.00"	1	0	0															
1971	"BZD	4.00"		"£	1.00"					UK decimalises Sterling > 14 Feb; US leaves gold std > 15 Aug													
1972	"BZD	4.00"		"£	1.00"																		
1973	"BZD	4.00"		"£	1.00"																		
1974	"BZD	4.00"		"£	1.00"																		
1975	"BZD	4.00"		"£	1.00"																		
1976	"BZD	4.00"		"£	1.00"																		
1977	"BZD	4.00"		"£	1.00"																		
1978	"BZD	1.00"	"$	0.50"																			
1979	"BZD	1.00"	"$	0.50"																			
1980	"BZD	1.00"	"$	0.50"																			
1981	"BZD	1.00"	"$	0.50"																			
1982	"BZD	1.00"	"$	0.50"																			
1983	"BZD	1.00"	"$	0.50"																			
1984	"BZD	1.00"	"$	0.50"																			
1985	"BZD	1.00"	"$	0.50"																			
1986	"BZD	1.00"	"$	0.50"																			
1987	"BZD	1.00"	"$	0.50"																			
1988	"BZD	1.00"	"$	0.50"																			
1989	"BZD	1.00"	"$	0.50"																			
1990	"BZD	1.00"	"$	0.50"																			
1991	"BZD	1.00"	"$	0.50"																			
1992	"BZD	1.00"	"$	0.50"																			
1993	"BZD	1.00"	"$	0.50"																			
1994	"BZD	1.00"	"$	0.50"																			
1995	"BZD	1.00"	"$	0.50"																			
1996	"BZD	1.00"	"$	0.50"																			
1997	"BZD	1.00"	"$	0.50"																			
1998	"BZD	1.00"	"$	0.50"																			
1999	"BZD	1.00"	"$	0.50"																			
2000	"BZD	1.00"	"$	0.50"																			
2001	"BZD	1.00"	"$	0.50"																			
2002	"BZD	1.00"	"$	0.50"																			
2003	"BZD	1.00"	"$	0.50"																			
2004	"BZD	1.00"	"$	0.50"																			
2005	"BZD	1.00"	"$	0.50"																			
2006	"BZD	1.00"	"$	0.50"																			
2007	"BZD	1.00"	"$	0.50"																			
2008	"BZD	1.00"	"$	0.50"																			
2009	"BZD	1.00"	"$	0.50"																			
2010	"BZD	1.00"	"$	0.50"																			
2011	"BZD	1.00"	"$	0.50"																			
2012	"BZD	1.00"	"$	0.50"																			
2013	"BZD	1.00"	"$	0.50"																			
2014	"BZD	1.00"	"$	0.50"																			
2015	"BZD	1.00"	"$	0.50"																			
2016	"BZD	1.00"	"$	0.50"																			
2017	"BZD	1.00"	"$	0.50"																			
2018	"BZD	1.00"	"$	0.50"																			
2019	"BZD	1.00"	"$	0.50"																			
2020	"BZD	1.00"	"$	0.50"																			
