Series W 0—1042 / Annually-resolved meteorological data.
ID	NO	START 0	STOP 0	BH TC	CF 0	START 1	STOP 1	GUAT HI	CF 1	NINO MQ	NINA MQ	CF 2	END	
W 968	968	1 Jun 1537	30 Nov 1537	0	Schmitt [Supp 1]	1 May 1537	30 Oct 1537	xnp	xnp	0	0	Gergis [Table 9]	###	
W 970	970	1 Jun 1536	30 Nov 1536	0	Schmitt [Supp 1]	1 May 1536	30 Oct 1536	xnp	xnp	0	0	Gergis [Table 9]	###	
W 972	972	1 Jun 1535	30 Nov 1535	0	Schmitt [Supp 1]	1 May 1535	30 Oct 1535	xnp	xnp	0	35	Gergis [Table 9]	###	
W 974	974	1 Jun 1534	30 Nov 1534	0	Schmitt [Supp 1]	1 May 1534	30 Oct 1534	xnp	xnp	0	0	Gergis [Table 9]	###	
W 976	976	1 Jun 1533	30 Nov 1533	0	Schmitt [Supp 1]	1 May 1533	30 Oct 1533	xnp	xnp	0	70	Gergis [Table 9]	###	
W 978	978	1 Jun 1532	30 Nov 1532	0	Schmitt [Supp 1]	1 May 1532	30 Oct 1532	xnp	xnp	0	47	Gergis [Table 9]	###	
W 980	980	1 Jun 1531	30 Nov 1531	0	Schmitt [Supp 1]	1 May 1531	30 Oct 1531	xnp	xnp	0	47	Gergis [Table 9]	###	
W 982	982	1 Jun 1530	30 Nov 1530	0	Schmitt [Supp 1]	1 May 1530	30 Oct 1530	xnp	xnp	0	0	Gergis [Table 9]	###	
W 984	984	1 Jun 1529	30 Nov 1529	0	Schmitt [Supp 1]	1 May 1529	30 Oct 1529	xnp	xnp	0	0	Gergis [Table 9]	###	
W 986	986	1 Jun 1528	30 Nov 1528	0	Schmitt [Supp 1]	1 May 1528	30 Oct 1528	xnp	xnp	0	58	Gergis [Table 9]	###	
W 988	988	1 Jun 1527	30 Nov 1527	0	Schmitt [Supp 1]	1 May 1527	30 Oct 1527	xnp	xnp	27	0	Gergis [Table 9]	###	
W 990	990	1 Jun 1526	30 Nov 1526	1	Schmitt [Supp 1]	1 May 1526	30 Oct 1526	xnp	xnp	36	0	Gergis [Table 9]	###	
W 992	992	1 Jun 1525	30 Nov 1525	0	Schmitt [Supp 1]	1 May 1525	30 Oct 1525	xnp	xnp	36	0	Gergis [Table 9]	###	
W 994	994	1 Jun 1524	30 Nov 1524	0	Schmitt [Supp 1]	1 May 1524	30 Oct 1524	xnp	xnp	xnp	xnp	xnp	###	
W 996	996	1 Jun 1523	30 Nov 1523	0	Schmitt [Supp 1]	1 May 1523	30 Oct 1523	xnp	xnp	xnp	xnp	xnp	###	
W 998	998	1 Jun 1522	30 Nov 1522	0	Schmitt [Supp 1]	1 May 1522	30 Oct 1522	xnp	xnp	xnp	xnp	xnp	###	
W 1000	1000	1 Jun 1521	30 Nov 1521	0	Schmitt [Supp 1]	1 May 1521	30 Oct 1521	xnp	xnp	xnp	xnp	xnp	###	
W 1002	1002	1 Jun 1520	30 Nov 1520	0	Schmitt [Supp 1]	1 May 1520	30 Oct 1520	xnp	xnp	xnp	xnp	xnp	###	
W 1004	1004	1 Jun 1519	30 Nov 1519	0	Schmitt [Supp 1]	1 May 1519	30 Oct 1519	xnp	xnp	xnp	xnp	xnp	###	
W 1006	1006	1 Jun 1518	30 Nov 1518	0	Schmitt [Supp 1]	1 May 1518	30 Oct 1518	xnp	xnp	xnp	xnp	xnp	###	
W 1008	1008	1 Jun 1517	30 Nov 1517	0	Schmitt [Supp 1]	1 May 1517	30 Oct 1517	xnp	xnp	xnp	xnp	xnp	###	
W 1010	1010	1 Jun 1516	30 Nov 1516	0	Schmitt [Supp 1]	1 May 1516	30 Oct 1516	xnp	xnp	xnp	xnp	xnp	###	
W 1012	1012	1 Jun 1515	30 Nov 1515	0	Schmitt [Supp 1]	1 May 1515	30 Oct 1515	xnp	xnp	xnp	xnp	xnp	###	
W 1014	1014	1 Jun 1514	30 Nov 1514	1	Schmitt [Supp 1]	1 May 1514	30 Oct 1514	xnp	xnp	xnp	xnp	xnp	###	
W 1016	1016	1 Jun 1513	30 Nov 1513	0	Schmitt [Supp 1]	1 May 1513	30 Oct 1513	xnp	xnp	xnp	xnp	xnp	###	
W 1018	1018	1 Jun 1512	30 Nov 1512	0	Schmitt [Supp 1]	1 May 1512	30 Oct 1512	xnp	xnp	xnp	xnp	xnp	###	
W 1020	1020	1 Jun 1511	30 Nov 1511	0	Schmitt [Supp 1]	1 May 1511	30 Oct 1511	xnp	xnp	xnp	xnp	xnp	###	
W 1022	1022	1 Jun 1510	30 Nov 1510	0	Schmitt [Supp 1]	1 May 1510	30 Oct 1510	xnp	xnp	xnp	xnp	xnp	###	
W 1024	1024	1 Jun 1509	30 Nov 1509	0	Schmitt [Supp 1]	1 May 1509	30 Oct 1509	xnp	xnp	xnp	xnp	xnp	###	
W 1026	1026	1 Jun 1508	30 Nov 1508	0	Schmitt [Supp 1]	1 May 1508	30 Oct 1508	xnp	xnp	xnp	xnp	xnp	###	
W 1028	1028	1 Jun 1507	30 Nov 1507	0	Schmitt [Supp 1]	1 May 1507	30 Oct 1507	xnp	xnp	xnp	xnp	xnp	###	
W 1030	1030	1 Jun 1506	30 Nov 1506	0	Schmitt [Supp 1]	1 May 1506	30 Oct 1506	xnp	xnp	xnp	xnp	xnp	###	
W 1032	1032	1 Jun 1505	30 Nov 1505	0	Schmitt [Supp 1]	1 May 1505	30 Oct 1505	xnp	xnp	xnp	xnp	xnp	###	
W 1034	1034	1 Jun 1504	30 Nov 1504	0	Schmitt [Supp 1]	1 May 1504	30 Oct 1504	xnp	xnp	xnp	xnp	xnp	###	
W 1036	1036	1 Jun 1503	30 Nov 1503	0	Schmitt [Supp 1]	1 May 1503	30 Oct 1503	xnp	xnp	xnp	xnp	xnp	###	
W 1038	1038	1 Jun 1502	30 Nov 1502	0	Schmitt [Supp 1]	1 May 1502	30 Oct 1502	xnp	xnp	xnp	xnp	xnp	###	
W 1040	1040	1 Jun 1501	30 Nov 1501	0	Schmitt [Supp 1]	1 May 1501	30 Oct 1501	xnp	xnp	xnp	xnp	xnp	###	
W 1042	1042	1 Jun 1500	30 Nov 1500	0	Schmitt [Supp 1]	1 May 1500	30 Oct 1500	xnp	xnp	xnp	xnp	xnp	###	
