J899	2 Apr 1819	"A Letter from the Bay of Honduras, Says the Norfolk Herald of March 29."	Mercantile Advertiser (8712)			"A Letter from the Bay of Honduras, Says the Norfolk Herald of March 29. (1819, April 2). Mercantile Advertiser (8712), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D3272BA5ED3A80%402385527-10D3272BF0FD9C58%401-10D3272E50A41220%40A%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BSays%2Bthe%2BNorfolk%2BHerald%2Bof%2BMarch%2B29."						
J900	5 Apr 1819	[Honduras; Norfolk; Herald; March; October; Mitchel].	"Boston Patriot and Daily Chronicle, IV (568)"	 		"[Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 5). Boston Patriot and Daily Chronicle, IV (568), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A13C57E762334BE24%40EANX-10BBFEAF8ADE3A00%402385530-10BBFEB5EE956270%401-10BBFEB780DB6BE0%40%255BHonduras%253B%2BNorfolk%253B%2BHerald%253B%2BMarch%253B%2BOctober%253B%2BMitchel%255D."						
J901	7 Apr 1819	[Bay; Honduras; Norfolk; Herald; March; October; Mitchel].	"Independent Chronicle & Boston Patriot, LI (3960)"	 		"[Bay; Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 7). Independent Chronicle & Boston Patriot, LI (3960), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91647B3AF2D8%402385532-10BE91649E484608%400-10BE91656B59DEB0%40%255BBay%253B%2BHonduras%253B%2BNorfolk%253B%2BHerald%253B%2BMarch%253B%2BOctober%253B%2BMitchel%255D."						
J902	8 May 1819	"New-York, May 5. Murderous Transaction."	"Boston Daily Advertiser, XVIII (32)"	 		"New-York, May 5. Murderous Transaction. (1819, May 8). Boston Daily Advertiser, XVIII (32), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E426370EFFFF8%40EANX-10B5FC2F0C637A70%402385563-10B5FC2F501E3C68%401-10B5FC30C03FFAE8%40New-York%252C%2BMay%2B5.%2BMurderous%2BTransaction."						
J903	8 May 1819	"New-York, May 5."	"Repertory, XVII (37)"	 		"New-York, May 5. (1819, May 8). Repertory, XVII (37), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B65D5330C025F8%402385563-10B65D537B627808%401-10B65D54E09EF3C0%40New-York%252C%2BMay%2B5."						
J904	27 May 1819	From the Newport-Mercury of May 22.	Evening Post (5287)	 		"From the Newport-Mercury of May 22. (1819, May 27). Evening Post (5287), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10945F2563DD7908%40EANX-10987496223CD4E0%402385582-1098749788FC1C20%401-10987498D41DE318%40From%2Bthe%2BNewport-Mercury%2Bof%2BMay%2B22."						
J905	1 Jun 1819	[Sailed; United States; Enterprize; Kearny; Omoa; Honduras; Spanish Maine; Retrieve].	"Northern Whig, XI (23)"	 		"[Sailed; United States; Enterprize; Kearny; Omoa; Honduras; Spanish Maine; Retrieve]. (1819, June 1). Northern Whig, XI (23), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7B2A7CBAEEFB0%40EANX-10CE7D6E32889D70%402385587-10CE7D6E9BCAE9F8%402-10CE7D704DD5BF80%40%255BSailed%253B%2BUnited%2BStates%253B%2BEnterprize%253B%2BKearny%253B%2BOmoa%253B%2BHonduras%253B%2BSpanish%2BMaine%253B%2BRetrieve%255D."						
J906	2 Jun 1819	[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras].	"Independent Chronicle & Boston Patriot, LI (3976)"	 		"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91944579E6B8%402385588-10BE91948BAA9668%401-10BE919579C99C10%40%255BEnterprize%253B%2BLieutenant%253B%2BKerney%253B%2BNew-York%253B%2BSaturday%253B%2BEv.%2BPost%253B%2BOmos%253B%2BBay%253B%2BHonduras%255D."						
J907	2 Jun 1819	[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras].	"Independent Chronicle & Boston Patriot, LI (3976)"	 		"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91944579E6B8%402385588-10BE91948BAA9668%401-10BE919579C99C10%40%255BEnterprize%253B%2BLieutenant%253B%2BKerney%253B%2BNew-York%253B%2BSaturday%253B%2BEv.%2BPost%253B%2BOmos%253B%2BBay%253B%2BHonduras%255D."						
J908	8 Jun 1819	[United States; Enterprize; Lieut. Kearney; New-York; Honduras; Spanish; Retrieve].	"Westchester Herald, II (73)"	 		"[United States; Enterprize; Lieut. Kearney; New-York; Honduras; Spanish; Retrieve]. (1819, June 8). Westchester Herald, II (73), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB28D5616E070%40EANX-10D02E52B65BF078%402385594-10D02E5314E0AE48%402-10D02E5455766668%40%255BUnited%2BStates%253B%2BEnterprize%253B%2BLieut.%2BKearney%253B%2BNew-York%253B%2BHonduras%253B%2BSpanish%253B%2BRetrieve%255D."						
J909	7 Jul 1819	[Com. Aury; Providence; Bay of Honduras; Gulf of Darien; May].	"Columbian, X (2848)"	 		"[Com. Aury; Providence; Bay of Honduras; Gulf of Darien; May]. (1819, July 7). Columbian, X (2848), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7780F73CA31A8%40EANX-10CA863340D0CD20%402385623-10CA86339ADDAB98%401-10CA86356D780B90%40%255BCom.%2BAury%253B%2BProvidence%253B%2BBay%2Bof%2BHonduras%253B%2BGulf%2Bof%2BDarien%253B%2BMay%255D."						
J910	28 Jul 1819	[Yesterday; Enterprize; Capt. Kearney; Retrieve; Spaniards; Oman; Honduras].	"Columbian, X (2866)"	 		"[Yesterday; Enterprize; Capt. Kearney; Retrieve; Spaniards; Oman; Honduras]. (1819, July 28). Columbian, X (2866), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7780F73CA31A8%40EANX-10CA867ACCB8FD10%402385644-10CA867B2EDC8560%401-10CA867C988056C0%40%255BYesterday%253B%2BEnterprize%253B%2BCapt.%2BKearney%253B%2BRetrieve%253B%2BSpaniards%253B%2BOman%253B%2BHonduras%255D."						
J911	30 Jul 1819	[Enterprize; Kearney; Omoa; Honduras; Retrieve; Relrieve; Vera Cruz; Honduras; Com Aury].	"Spectator, XXII"	 		"[Enterprize; Kearney; Omoa; Honduras; Retrieve; Relrieve; Vera Cruz; Honduras; Com Aury]. (1819, July 30). Spectator, XXII, p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEC4158FF6DE8%40EANX-10E0FB76CF1ACA70%402385646-10E0FB770F73A0A0%401-10E0FB783AC9F510%40%255BEnterprize%253B%2BKearney%253B%2BOmoa%253B%2BHonduras%253B%2BRetrieve%253B%2BRelrieve%253B%2BVera%2BCruz%253B%2BHonduras%253B%2BCom%2BAury%255D."						
J912	13 Aug 1819	"""Portsmouth, Aug. 11."""	Times	Mah scarce		"""Portsmouth, Aug. 11."" Times, 13 Aug. 1819, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS51922189/TTDA?u=camb55135&sid=TTDA&xid=6981681d. Accessed 17 Feb. 2021."						
J913	14 Aug 1819	"""Advices from Belise, Bay of Honduras, were received yesterday, to the 25th of June. Numerous vessels were."""	Times	Mah scarce	Log scarce	"""Advices from Belise, Bay of Honduras, were received yesterday, to the 25th of June. Numerous vessels were."" Times, 14 Aug. 1819, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS34489614/TTDA?u=camb55135&sid=TTDA&xid=7b8e567e. Accessed 17 Feb. 2021."						
J914	7 Dec 1819	[Jamaica; Oct; Col. Gordon; Aury; honduras].	"Columbian, X (2978)"	 		"[Jamaica; Oct; Col. Gordon; Aury; honduras]. (1819, December 7). Columbian, X (2978), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7780F73CA31A8%40EANX-10CE76CDB2AFEFD8%402385776-10CE76CE19782440%401-10CE76D0243DF440%40%255BJamaica%253B%2BOct%253B%2BCol.%2BGordon%253B%2BAury%253B%2Bhonduras%255D."						
J915	16 Dec 1819	[Jamaica; Col. Gordon; Honduras; Musquito Indians; Lord Cochrane; British].	"Boston Commercial Gazette, 53 (1)"	 		"[Jamaica; Col. Gordon; Honduras; Musquito Indians; Lord Cochrane; British]. (1819, December 16). Boston Commercial Gazette, 53 (1), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-1047319EDAF84415%402385785-1047319F1CFB6BDA%401-104731A041CE40EE%40%255BJamaica%253B%2BCol.%2BGordon%253B%2BHonduras%253B%2BMusquito%2BIndians%253B%2BLord%2BCochrane%253B%2BBritish%255D."						
J916	11 Jan 1820	[Commodore Aury; Old Providence; New-Orleans; Spanish; Bay; Honduras; Congress; Mars].	"Columbian, XI (2915)"	 		"[Commodore Aury; Old Providence; New-Orleans; Spanish; Bay; Honduras; Congress; Mars]. (1820, January 11). Columbian, XI (2915), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7780F73CA31A8%40EANX-10CE79B0A6C8A278%402385811-10CE79B1066CBEB0%401-10CE79B2D862C470%40%255BCommodore%2BAury%253B%2BOld%2BProvidence%253B%2BNew-Orleans%253B%2BSpanish%253B%2BBay%253B%2BHonduras%253B%2BCongress%253B%2BMars%255D."						
J917	11 Jan 1820	[Commodore Aury; Old Providence; New Orleans; Spanish; Honduras; Bellona; Empress; Le Guerriere; Diana].	New-York Daily Advertiser (852)	 		"[Commodore Aury; Old Providence; New Orleans; Spanish; Honduras; Bellona; Empress; Le Guerriere; Diana]. (1820, January 11). New-York Daily Advertiser (852), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D3492BEC0FE070%40EANX-10D7FC1B52D22550%402385811-10D7FC1BAA3C6890%401-10D7FC1DB1AD02B0%40%255BCommodore%2BAury%253B%2BOld%2BProvidence%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BHonduras%253B%2BBellona%253B%2BEmpress%253B%2BLe%2BGuerriere%253B%2BDiana%255D."						
J918	14 Jan 1820	[Commodore Aury; Providence; New Orleans; Spanish; Honduras; Congress; Mars; Bellona; Isabella; Empress].	"Boston Daily Advertiser, XXVIII (37)"	 		"[Commodore Aury; Providence; New Orleans; Spanish; Honduras; Congress; Mars; Bellona; Isabella; Empress]. (1820, January 14). Boston Daily Advertiser, XXVIII (37), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E426370EFFFF8%40EANX-10B5FB97CAF04718%402385814-10B5FB980BD47528%401-10B5FB999765C2E8%40%255BCommodore%2BAury%253B%2BProvidence%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BHonduras%253B%2BCongress%253B%2BMars%253B%2BBellona%253B%2BIsabella%253B%2BEmpress%255D."						
J919	14 Jan 1820	[Commodore; Aury; Providence; Privateers; New Orleans; Spanish; Honduras; Bellona].	"New-England Palladium, L (4)"	 		"[Commodore; Aury; Providence; Privateers; New Orleans; Spanish; Honduras; Bellona]. (1820, January 14). New-England Palladium, L (4), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B03C7BF76ED778%402385814-10B03C7C47B66550%401-10B03C7D94A4D5F8%40%255BCommodore%253B%2BAury%253B%2BProvidence%253B%2BPrivateers%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BHonduras%253B%2BBellona%255D."						
J920	15 Jan 1820	[Commodore; Aney; Old Providence; New Orleans; Spanish; Bay; Honduras; Congress; Mars].	"Repertory, XVII (141)"	 		"[Commodore; Aney; Old Providence; New Orleans; Spanish; Bay; Honduras; Congress; Mars]. (1820, January 15). Repertory, XVII (141), p. [4]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B3633F99F15F68%402385815-10B363407073EE40%403-10B3634588E37B70%40%255BCommodore%253B%2BAney%253B%2BOld%2BProvidence%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BBay%253B%2BHonduras%253B%2BCongress%253B%2BMars%255D."						
J921	13 Oct 1820	[Sch. Solon; Portland; Honduras; Bay; August].	"Columbian, XI (3151)"	Earthquake shocks		"[Sch. Solon; Portland; Honduras; Bay; August]. (1820, October 13). Columbian, XI (3151), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7780F73CA31A8%40EANX-10CE7854B9613968%402386087-10CE785518BEB398%401-10CE785737AF14C8%40%255BSch.%2BSolon%253B%2BPortland%253B%2BHonduras%253B%2BBay%253B%2BAugust%255D."						
J922	14 Oct 1820	[August; Earthquake; Honduras; Omoa; Spanish Main; St. Padro; Church].	"National Advocate, VIII (2400)"	 		"[August; Earthquake; Honduras; Omoa; Spanish Main; St. Padro; Church]. (1820, October 14). National Advocate, VIII (2400), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D3483ACCE86D98%40EANX-10DA81608EAF27C0%402386088-10DA8160EB27B6D8%401-10DA8162A0C80760%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BOmoa%253B%2BSpanish%2BMain%253B%2BSt.%2BPadro%253B%2BChurch%255D."						
J923	14 Oct 1820	[Earthquake; Honduras; Omoa; Spanish Maine; River].	"Patron of Industry, I (32)"	 		"[Earthquake; Honduras; Omoa; Spanish Maine; River]. (1820, October 14). Patron of Industry, I (32), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10E61294D928A898%40EANX-10EF6C021E68FD08%402386088-10EF6C03803D5B08%402-10EF6C0478886980%40%255BEarthquake%253B%2BHonduras%253B%2BOmoa%253B%2BSpanish%2BMaine%253B%2BRiver%255D."						
J924	14 Oct 1820	[August; Earthquake; Honduras; Spanish Maine; St. Padre; Omoa; Church].	Mercantile Advertiser (9192)	 		"[August; Earthquake; Honduras; Spanish Maine; St. Padre; Omoa; Church]. (1820, October 14). Mercantile Advertiser (9192), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10CCB11A7B28F178%40EANX-10D32BECA04D68C0%402386088-10D32BECF1834B00%401-10D32BEFAFF509E0%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BSpanish%2BMaine%253B%2BSt.%2BPadre%253B%2BOmoa%253B%2BChurch%255D."						
J925	17 Oct 1820	[August; Earthquake; Honduras; Omoa; Spanish; Maine].	"Spectator, XXIII"	 		"[August; Earthquake; Honduras; Omoa; Spanish; Maine]. (1820, October 17). Spectator, XXIII, p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEC4158FF6DE8%40EANX-10E0FCDE19A36A60%402386091-10E0FCDE36C86A00%400-10E0FCDF37017390%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BOmoa%253B%2BSpanish%253B%2BMaine%255D."						
J926	20 Oct 1820	[August; Honduras; Spanish Maine].	"New-York Statesman, I (46)"	 		"[August; Honduras; Spanish Maine]. (1820, October 20). New-York Statesman, I (46), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7BE5274EB9F68%40EANX-10C78B09ED234858%402386094-10C78B0A5AE24748%402-10C78B0C1DA17300%40%255BAugust%253B%2BHonduras%253B%2BSpanish%2BMaine%255D."						
J927	25 Oct 1820	[August; Earthquake; Honduras; Spanish Maine; St. Padre].	"American Journal, IV (11)"	 		"[August; Earthquake; Honduras; Spanish Maine; St. Padre]. (1820, October 25). American Journal, IV (11), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7B3E64E21C470%40EANX-10CE61731BA053A0%402386099-10CE617397934358%402-10CE61758515DD58%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BSpanish%2BMaine%253B%2BSt.%2BPadre%255D."						
J928	25 Oct 1820	[August; Earthquake; Honduras; Omon; Spanish Maine].	"American Journal, IV (11)"	 		"[August; Earthquake; Honduras; Omon; Spanish Maine]. (1820, October 25). American Journal, IV (11), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7B3E64E21C470%40EANX-10CE6176418490A8%402386099-10CE6176DE46DAC0%402-10CE6178993A5BD8%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BOmon%253B%2BSpanish%2BMaine%255D."						
J929	4 Nov 1820	[August; Earthquake; Honduras; Omon; Spanish Maine; St. Padro; Omon; Church; River].	"Christian Watchman & Baptist Register, I (47)"	 		"[August; Earthquake; Honduras; Omon; Spanish Maine; St. Padro; Omon; Church; River]. (1820, November 4). Christian Watchman & Baptist Register, I (47), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E7B8904B26098%40EANX-10BC1B5CE190C9E8%402386109-10BC1B634A599110%400-10BC1B644F106A30%40%255BAugust%253B%2BEarthquake%253B%2BHonduras%253B%2BOmon%253B%2BSpanish%2BMaine%253B%2BSt.%2BPadro%253B%2BOmon%253B%2BChurch%253B%2BRiver%255D."						
J930												
J931												
J932												
J933												

Disasters: E1—48 / Disasters.
ID	ALT ID	NAME	BEG	END	FT	FT	DESCRIPTION	NOTE	Lives	Lives +	Assume	£ List	£	Assume	Held	Assume	Cf	Moved	Craft / Cargo	Assume	Cf	Property	Trade	Prov	Cost		
E27	Crs 1	Alien Logging	Feb 1767	Dec 1770	 	Fr Du	French and Dutch loggers within Settlement.					"8,100 Log"	"J£ 40,500"	"36 m foreign logging
5 gangs of 15"								? logged by Fr Du loggers					
E26	Crs 2	Spanish Asylum	Jan 1766		Sp	 	Yucatan offers asylum to slaves who cross the Hondo and convert to Catholicism.		min 1			270 Log	"J£ 1,350"					"c 53 + £ 10,000 Neg refugees exit / Sp return 47"				min 1 house robbed					
E35	Crs 3	Spanish Panic	Feb 1785		Sp	 	Baymen panic.											"New, Hondo for 1 t 4 m / ? Neg refugees exit"				"New, Hondo houses, stock lost"		Prov scarce for > 5 m			
E37	Crs 4	Despard	Jun 1787	Apr 1791	 	 	Mosquito Shore evacuees enter Settlement.  Civil unrest.  Government crisis.  Market destabilised.								sev turtlers for ? m							all plantain walks destroyed twice / all fished turtles seized once / much unrest for ? m twice	shipping v scarce for min 24 m / [price crash likely]	Prov v scarce for ? m twice			
E22	Crs 5	Hondo Prohibition	Dec 1763	Mar 1765	Sp	 	Yucatan prohibits logging along northern rivers.						"£ 27,097.5"					"New, Hondo for 12 m = part of £ 26,794.5"				"part of £ 26,794.5"			£ 303		
E24	Fin 1	Logwood Exhaustion	Jun 1765		 	 	Significant scarcity of logwood.					"6,750 Log
225 Log"	"J£ 34,875"										Log v scarce for min 15 m	Prov v scarce for min 6 m			
E5	Hos 1	First Offensives	Jan 1696	Mar 1701	Sp	 	Yucatan launches 3 military campaigns against Baymen.		sev	3 t 5	"sev = .01 t .02 of population
250 population"	"13.125 Log
6,750 Log"	"J£ 33,815.625"	"0.25 m wage = 1 hut
1 hut per 10 population
0.75 destruction rate
9 m total expulsion
250 pop
3.75 ton per m per man
0.2 loss Log per m
J£ 5 per ton Log"				Hon for < 12 m thrice				c ? huts					
E31	Hos 10	Arms Raids	Jan 1773	Sep 1773	 	Ma	Maya assault or raid various houses in Settlement.		sev			"2,025 t 2,700 Log"	"J£ 10,125 t 13,500"	"sev = 10
some = 5
rob = 0.5 house worth"								some houses burnt / some to sev houses robbed					
E41	Hos 11		Nov 1793	Nov 1793	 	Ma	Maya assault or raid Baymen. Baymen engage.		4																		
E29	Hos 12	Naismith Raid	Jul 1767	Jul 1767	 	Ma	Maya assault or raid Capt. Naismith’s house.		1			270 Log	"J£ 1,350"									1 house robbed					
E1	Hos 13	Tortuga Raids	Jan 1639	Oct 1654	 	Bu Ma	"Buccaneers raid Bacalar and Maya hamlets along our coast, and enslave Maya captives."		1 t 4	77 t 140	"1 in 3 Ma fm Yuc taken fm Hon
All Ma not found died"	"1,733.33 t 2,888.89 reales
17,333.33 t 28,888.89 reales
34,666.67 t 57,777.78 reales
4,500 t 6,000 ducados
12,000 t 16,000 pesos
1,386.67 reales"	"Sp $ 25,093.70 t 35,639.38"	"6 m for 1/3 Ma / 5 yr for 1/3 Ma / 10 for 1/3 Ma
Ea Ma is head of fam
0 Ma craft taken
26 t maize per Ma hamlet
1 carga = 300 lbs / 1 t = 2000 lbs
1 real = 1/8 Sp dollar
1 peso = 1 Sp dollar
1 ducado = 1.3786 Sp dollar"	300 t 500 Ma fm Yuc [st Sp found 70 t 80 on 9 Feb 1654] for c ? m / c ? fm Bac for c 2 m	"2.6 t maize per yr
family size = 5
2 reales per carga maize"	"UW 2020
WGF 2017"	Bac for c 2 m	3 t 4 Sp / ? Ma	"50 t per craft
30 ducados per ton"	CWM 2002	"12 t 16,000 pesos fm Bac / ? fm 4 Ma hamlets"					
E9	Hos 14	Second Offensives	Sep 1722	Apr 1725	Sp	 	Yucatan launches 3 military campaigns against Baymen.  Royal Navy seizes Spanish privateer.					"£ 444.42
4,500 Log
£ 2,100 t 3,000
37.5 Log"	"£ 2,544.42 t 3,444.42
J£ 22,687.5"	"3 m impression per man
20 working days per m
only sailors impressed
3 m total expulsion
some = 2 t 5 craft
0.5 m wage = 1 rancho
1 rancho per 10 population
500 population
"	50 for ? m	"14.814 p per day [crew]
J£ 5 per ton
3.75 ton per m per man"	"BOE
Lon 1700
CO 5/119 I
Lon 1809"	Hon for ? m	5 + some			all ranchos burnt twice					
E10	Hos 16	African Slavery	Jan 1724	Jul 1838	 	Af Du Fr Po	Baymen partake in enslavement of African captives.				"No deaths on journey fm Jam
No direct importation"	"138,600 Log
223,300 Log
250,800 Log
475,200 Log"	"J£ 3,987,500"	"11 working m per year
0.7 of pop = slave to 1790
0.5 women slaves fm 1790 at 1/3 male wage
0.6 of pop = slave to 1838
500 pop to 1760
1,000 pop to 1790
3,000 pop to 1810
4,000 pop to 1838
J£ 5 per t to 1790 / J£ 3 after"	? for c ? m / [st ? died]	"1 ton Log per m per man c 1770s / J£ 40 d Saturday labour < 1800s
J£ 5 per ton < 1780s / J£ 3 per ton > 1780s ?
J£ 15 per 1,000 ft c 1780s / J£ 16 to 30 [per 1,000 ft, likely] c 1800s"	"Lon 1700
Lon 1893
Lon 1809"										
E38	Hos 17	Mosquito Slavery	Jun 1787			Mos	Baymen partake in enslavement of Amerindian captives.								? for c ? m												
E4	Hos 18	Modyford Offensives	Jan 1661	Jul 1670	Sp	Bu	Governor of Jamaica encourages piracy against Spanish.		?														?				
E7	Hos 2	Golden Age of Piracy	Jan 1718	Feb 1725	Sp	Pir	Various pirates assault merchant or passenger ships in our waters.		60 t 72			"£ 314.24
£ 15,900 t 21,900"	"£ 16,214.24 t 22,214.24"	"3 m impression per man
20 working days per m
15 men per crew"	m 6 men + 2 crews impressed for ? m	14.548 p per day	BOE		53 t 73	"100 t per craft
£ 30 per ton"	Lon 1742						
E13	Hos 3	Bacalar Offensives	Nov 1728	Feb 1733	Sp	 	"Yucatan rebuilds, resettles and fortifies Bacalar, launches at least 3 military campaigns against Baymen, and lays siege to our Settlement."		2 + sev	5 t 15	"sev = .01 t .03 of population
500 population"	"576 Log
114,750 Log
£ 294,000 t 300,000
J£ 28,000
32 Log
12,122.5 t 16,122.5 Log"	"J£ 665,402.50 t 685,402.50
£ 294,000 t 300,000"	"only loggers held
3 m imprisonment per man
>> sev = .05 pop
500 pop
sev = 3 t 5 craft
all = 1/3 of 140 flats
1 Pila = 0.5 t Log
sev = 0.5 of 32 ranchos"	39 + >> sev for ? m	15.086 p per day	BOE	Hon for 76.5 m	c 95 + sev twice / c 140 flats + all once	"5 t per flat
J£ 30 per ton"		"32 + sev twice ranchos / 12 t 16,000 ton = 300,000 quintals + 245 Pilas Log"					
E14	Hos 4	Jenkins’ Offensives	Sep 1734	Oct 1739	Sp	 	Yucatan lays siege to our Settlement.		7			"£ 438.08
£ 69,000 t 72,000
1,050 t 2,100 Log
1,500 Log"	"£ 69,438.08 t 72,438.08
J£ 12,750 t 15,750"	"only crew held for 3 m
scarce = 0.5 logging cap
500 pop
sev = 1 m Log of 0.7 Hon
>> sev = 2 m Log output of 0.7 Hon"	3 t 4 + 3 crews imprisoned for ? m	15.211 p per day	BOE		23 t 24			sev t >> sev Log burnt	Log scarce for min 2 m				
