Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	2153	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Robison;;;FIRST=Todd M.;;;TIT=""Subject to the power of the Infernall Spiritt"" : Puritans, Privateers, and the Genesis of Buccaneers;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1998;;;ID=info:hdl/10342/6655;;;ID=^^^;;;INT=East+Carolina+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2154	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth Anne Cecilia;;;TIT=’Under the shade I flourish’ : An environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014-12;;;ID=http://eprints.nottingham.ac.uk/id/eprint/27615;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2155	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth Anne Cecilia;;;TIT=’Under the shade I flourish’ : An environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014-12;;;ID=http://eprints.nottingham.ac.uk/id/eprint/27615;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2156	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth Anne Cecilia;;;TIT=’Under the shade I flourish’ : An environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014-12;;;ID=http://eprints.nottingham.ac.uk/id/eprint/27615;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2157	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth A. C.;;;TIT=’Under the shade I flourish’ : an environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014;;;ID=http://eprints.nottingham.ac.uk/27615/;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2158	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Rushton;;;FIRST=Elizabeth A. C.;;;TIT=’Under the shade I flourish’ : an environmental history of northern Belize over the last three thousand five hundred years;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014;;;ID=http://eprints.nottingham.ac.uk/27615/;;;ID=^^^;;;INT=University+of+Nottingham;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2159	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Garcia;;;FIRST=Octavio;;;TIT=African slavery and the impact of the Haitian revolution in Bourbon New Spain: Empire-building in the Atlantic age of revolution, 1750-1808;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2015;;;ID=https://www.proquest.com/docview/1698102241;;;ID=^^^;;;INT=University+of+Arizona;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2160	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Coakley;;;FIRST=John A.;;;TIT=Agents of Colony And Crown: The Politics of Sea Raiding in English Jamaica, 1655-1701;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2014;;;ID=https://www.proquest.com/docview/2075580540;;;ID=^^^;;;INT=University+of+Wisconsin;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2161	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII: colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2162	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII: colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2163	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII: colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2164	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII: colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2165	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII : Colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2166	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Vazquez Barke;;;FIRST=Gabriela;;;TIT=BACALAR EN EL SIGLO XVII : Colonización y resistencia;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2012-08;;;ID=http://ciesas.repositorioinstitucional.mx/jspui/handle/1015/761;;;ID=^^^;;;INT=Centro+de+Investigaciones+y+Estudios+Superiores+en+Antropolog%C3%ADa+Social;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2167	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Graham;;;FIRST=Ross;;;TIT=Bay Islands English : Linguistic Contact and Convergence in the Western Caribbean;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1997;;;ID=https://ufdc.ufl.edu/AA00031823/00001;;;ID=^^^;;;INT=University+of+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2168	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Graham;;;FIRST=Ross;;;TIT=Bay Islands English : Linguistic Contact and Convergence in the Western Caribbean;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1997;;;ID=https://ufdc.ufl.edu/AA00031823/00001;;;ID=^^^;;;INT=University+of+Florida;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2169	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Caso Barrera;;;FIRST=Laura;;;TIT=Caminos en la selva: Relaciones entre Yucatán y el Petén siglos XVII-XIX;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2000;;;ID=https://www.proquest.com/docview/2592957686;;;ID=^^^;;;INT=El+Colegio+de+M%C3%A9xico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2170	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Pitt;;;FIRST=Steven John James;;;TIT=City upon the Atlantic tides: Merchants, pirates, and the seafaring community of Boston, 1689-1748;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2015;;;ID=https://www.proquest.com/docview/1749035480;;;ID=^^^;;;INT=University+of+Pittsburgh;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2171	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberley Henke;;;TIT=Colonies of happenstance: The english settlements in central america, 1525-1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=info:oclcnum/35313362;;;ID=https://www.proquest.com/docview/230667983;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2172	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberley Henke;;;TIT=Colonies of happenstance: The english settlements in central america, 1525-1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=info:oclcnum/35313362;;;ID=https://www.proquest.com/docview/230667983;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2173	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberley H.;;;TIT=Colonies of happenstance: The English settlements in Central America, 1525-1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=https://www.proquest.com/docview/230667983;;;ID=^^^;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2174	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberley H.;;;TIT=Colonies of happenstance: The English settlements in Central America, 1525-1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=https://www.proquest.com/docview/230667983;;;ID=^^^;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2175	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberly H.;;;TIT=Colonies of Happenstance : The English settlements in Central America, 1525–1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=info:oclcnum/35313362;;;ID=^^^;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2176	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Breuer;;;FIRST=Kimberly H.;;;TIT=Colonies of Happenstance : The English settlements in Central America, 1525–1787;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1993;;;ID=info:oclcnum/35313362;;;ID=^^^;;;INT=University+of+Texas;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2177	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Nunez-Reynoso;;;FIRST=Sergio Roberto;;;TIT=Don José de Gálvez, Visitador General de la Nueva España, impacto de la visita en la Península de Yucatán para la aplicación de las Reformas Borbónicas;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2000;;;ID=https://www.proquest.com/docview/304624931;;;ID=^^^;;;INT=Tulane+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2178	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English Influence on Belize and the Petén Region of Northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=info:oclcnum/24080926;;;ID=^^^;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2179	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English Influence on Belize and the Petén Region of Northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=info:oclcnum/24080926;;;ID=^^^;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2180	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English influence on Belize and the Peten region of northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=info:oclcnum/48275365;;;ID=https://www.proquest.com/docview/303887067;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2181	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English influence on Belize and the Peten region of northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=info:oclcnum/48275365;;;ID=https://www.proquest.com/docview/303887067;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2182	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English influence on Belize and the Peten region of northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=info:oclcnum/48275365;;;ID=https://www.proquest.com/docview/303887067;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2183	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Marcus;;;FIRST=Linda C.;;;TIT=English influence on Belize and the Peten region of northern Guatemala, 1630 to 1763;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1990;;;ID=https://www.proquest.com/docview/303887067;;;ID=^^^;;;INT=Southern+Methodist+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2184	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Antczak;;;FIRST=Konrad Andrzej;;;TIT=Entangled by Salt: Historical Archaeology of Seafarers and Things in the Venezuelan Caribbean, 1624-1880;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2017;;;ID=https://www.proquest.com/docview/1927470821;;;ID=^^^;;;INT=College+of+William+and+Mary;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2185	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Genkins;;;FIRST=Daniel;;;TIT=Entangled Empires: Anglo-Spanish Competition in the Seventeenth-Century Caribbean;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2018-08-10;;;ID=info:oclcnum/1103506045;;;ID=https://etd.library.vanderbilt.edu/etd-07192018-205429;;;INT=Vanderbilt+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2186	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Genkins;;;FIRST=Daniel;;;TIT=Entangled Empires: Anglo-Spanish Competition in the Seventeenth-Century Caribbean;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2018-08-10;;;ID=info:oclcnum/1103506045;;;ID=https://etd.library.vanderbilt.edu/etd-07192018-205429;;;INT=Vanderbilt+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2187	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mack;;;FIRST=Taylor E.;;;TIT=Ephemeral Hinterlands and the Historical Geography of Trujillo, Honduras, 1525-1950;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1997;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/6433;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2188	"WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Mack;;;FIRST=Taylor E.;;;TIT=Ephemeral Hinterlands and the Historical Geography of Trujillo, Honduras, 1525-1950;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1997;;;ID=https://digitalcommons.lsu.edu/gradschool_disstheses/6433;;;ID=^^^;;;INT=Louisiana+State+University;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###"							
	2189	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Hunt;;;FIRST=Sophia Betsworth;;;TIT=Grasping the Gulf: Conquest and Indigenous Power from Florida to Yucatán in the Age of Revolutions;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2017;;;ID=https://www.proquest.com/docview/1989792074;;;ID=^^^;;;INT=University+of+Michigan;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2190	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Conover Blancas;;;FIRST=Carlos;;;TIT=Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=http://132.248.9.41:8880/jspui/handle/DGB_UNAM/TES01000696603;;;ID=^^^;;;INT=Universidad+Nacional+Aut%C3%B3noma+de+M%C3%A9xico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2191	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Conover Blancas;;;FIRST=Carlos;;;TIT=Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=http://132.248.9.41:8880/jspui/handle/DGB_UNAM/TES01000696603;;;ID=^^^;;;INT=Universidad+Nacional+Aut%C3%B3noma+de+M%C3%A9xico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2192	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=Conover Blancas;;;FIRST=Carlos;;;TIT=Llave y custodia de esta provincia : el presidio de San Felipe Bacalar ante los asentamientos británicos del sur - oriente de la Península de Yucatán (1779 - 1798);;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=2013;;;ID=https://ru.dgb.unam.mx/handle/DGB_UNAM/TES01000696603;;;ID=^^^;;;INT=Universidad+Nacional+Aut%C3%B3noma+de+M%C3%A9xico;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2193	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David Morgan;;;TIT=Logwood: An inquiry into the historical biogeography of Haematoxylum campechianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=https://www.proquest.com/docview/303932948;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2194	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David Morgan;;;TIT=Logwood: An inquiry into the historical biogeography of Haematoxylum campechianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=https://www.proquest.com/docview/303932948;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2195	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David M.;;;TIT=Logwood : An inquiry into the historical biogeography of Haematoxylum campeachianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=^^^;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2196	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David M.;;;TIT=Logwood : An inquiry into the historical biogeography of Haematoxylum campeachianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=^^^;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2197	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David Morgan;;;TIT=Logwood : An inquiry into the historical biogeography of Haematoxylum campechianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=https://www.proquest.com/docview/303932948;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2198	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David Morgan;;;TIT=Logwood : An inquiry into the historical biogeography of Haematoxylum campechianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=https://www.proquest.com/docview/303932948;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
	2199	WIK;;;R.FTM=dissertation;;;R.GENRE=^^^;;;LAST=McJunkin;;;FIRST=David Morgan;;;TIT=Logwood : An inquiry into the historical biogeography of Haematoxylum campechianum L. and related dyewoods of the neotropics;;;ATIT=^^^;;;BTIT=^^^;;;JTIT=^^^;;;SER=^^^;;;PLACE=^^^;;;ED=^^^;;;PUB=^^^;;;DATE=1991;;;ID=info:oclcnum/24057056;;;ID=https://www.proquest.com/docview/303932948;;;INT=University+of+California;;;VOL=^^^;;;ISS=^^^;;;PP=^^^;;;END=###							
