Sheet 1: Table 1
file	sources not collections					
version	1.2					
begun	7 Aug 2022 19:06					
reason for version upgrade	control character encoding and format for export to XML and JSON file formats					
to be done	get rules for well formed XML files					
	get rules for well formed JSON files					
action	re XML	https://www.w3.org/TR/2008/REC-xml-20081126/				
		encoded in	UTF 8 and UTF 16			
		characters which must be escaped	&			
			<			
			>			
			""""			
			'			
action	re XML	ended research into XML without verifying accuracy of collected data as may just control for JSON				
action	re JSON	https://en.wikipedia.org/wiki/JSON				
		encoded in	UTF 8			
		characters which must be escaped	{			
			}			
			:			
			","			
			[			
			]			
	re JSON	https://stackoverflow.com/questions/19176024/how-to-escape-special-characters-in-building-a-json-string				
action	re ver 1.1	import data				


Sheet 1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
						
		asdf	asdf	asdf		


Collections: Table 1
id	ver_1.4_id_0	ver_1.4_id_1	ver_1.4_id_2	ver_1.4_id_3	ver_1.4_id_4	ver_1.4_id_5	ver_1.4_id_6	ver_1.4_id_7	ver_1.4_id_8	ver_1.4_id_9	ver_1.4_id_10	ver_1.4_id_11	ver_1.4_id_12	ver_1.4_id_13	ver_1.4_id_14	ver_1.4_id_15	ver_1.4_id_16	collections_	IE	>	repository_main_display	repository_sub	repository_sub_sub	repository_sub_sub_sub		repository_main_type	town	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	S 93																	of the Universidad Nacional Autónoma de México > Biblioteca Nacional de México in Mexico Mexico	0	1	Universidad Nacional Autónoma de México						Mexico	Mexico	Ciudad de Mexico	https://bnm.iib.unam.mx	https://bnm.iib.unam.mx/index.php/biblioteca-nacional-de-mexico/servicios/recursos-digitales-y-catalogos	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54776	^^^	^^^	^^^	^^^					
	S 163																	of the Universidad Nacional Autónoma de México > Hemeroteca Nacional de México in Mexico Mexico	0	1	Universidad Nacional Autónoma de México						Mexico	Mexico	Ciudad de Mexico	https://hnm.iib.unam.mx/index.php/hemeroteca-nacional-de-mexico	https://hnm.iib.unam.mx/index.php/hemeroteca-nacional-de-mexico/servicios/recursos-digitales-y-catalogos	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=54993	^^^	^^^	^^^	^^^					
																		of the Universidad Nacional Autónoma de México > Archivo Histórico in Mexico Mexico	0	1	Universidad Nacional Autónoma de México						Mexico	Mexico	Ciudad de Mexico	http://www.iisue.unam.mx	http://www.ahunam.unam.mx	^^^	^^^	^^^	^^^	^^^					
																		of the Universität Bielefeld > Universitätsbibliothek > Bielefeld Academic Search Engine in Bielefeld Germany	0	2	Universität Bielefeld						Bielefeld	Germany	Nordrhein-Westfalen	https://www.ub.uni-bielefeld.de/ub/	https://www.base-search.net	^^^	^^^	^^^	^^^	^^^					
																		of the Universitat de Barcelona > Centre de Recursos per a l'Aprenentatge i la Investigació > Biblioteca de Fondo Antiguo in Barcelona Spain	0	2	Universitat de Barcelona						Barcelona	Spain	Catalonia	https://crai.ub.edu/es/conoce-el-crai/bibliotecas/biblioteca-reserva	https://crai.ub.edu/es/conoce-el-crai/bibliotecas/biblioteca-reserva	^^^	^^^	^^^	^^^	^^^					
	S 537																	of the University of Aberdeen > Sir Duncan Rice Library in Aberdeen UK	0	1	University of Aberdeen						Aberdeen	UK	Scotland	https://www.abdn.ac.uk/library/	https://www.abdn.ac.uk/special-collections/search-catalogues/index.php	https://discovery.nationalarchives.gov.uk/details/a/A13532200	^^^	^^^	^^^	^^^					
	S 367																	of the University of Birmingham > Cadbury Research Library in Birmingham UK	0	1	University of Birmingham						Birmingham	UK	England	https://www.birmingham.ac.uk/libraries/index.aspx	https://www.birmingham.ac.uk/facilities/cadbury/index.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13531302	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:109	^^^	^^^	^^^					
	S 539																	of the University of Bristol > Arts and Social Sciences Library in Bristol UK	0	1	University of Bristol						Bristol	UK	England	http://www.bris.ac.uk/library/	http://www.bris.ac.uk/library/special-collections/search/	https://discovery.nationalarchives.gov.uk/details/a/A13530046	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:083	^^^	^^^	^^^					
																		of the University of California > Riverside > Center for Bibliographical Studies and Research > Catálogo Colectivo de Impresos Latinoamericanos ie CCILA in Riverside USA	1	3	University of California						Riverside	USA	California	https://cbsrinfo.ucr.edu/CCILA	http://cbsrdb.ucr.edu/cgi-bin/starfinder/0?path=lastc.txt&id=lastc&pass=lastc&OK=OK	^^^	^^^	^^^	^^^	^^^					
	S 551																	of the University of California > Los Angeles > Charles E Young Research Library ie Special Collections in Los Angeles USA	1	2	University of California						Angeles	USA	California	https://www.library.ucla.edu	https://www.library.ucla.edu/location/library-special-collections/discover-collections	https://discovery.nationalarchives.gov.uk/details/a/A13532410	"https://oac.cdlib.org/institutions/UCLA::Library+Special+Collections,+Charles+E.+Young+Research+Library"	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA421-770	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA11	^^^					
	S 369																	of the University of California > Santa Barbara > Library ie Special Research Collections in Santa Barbara USA	1	2	University of California						Barbara	USA	California	https://www.library.ucsb.edu	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530010	https://oac.cdlib.org/institutions/UC+Santa+Barbara::Special+Research+Collections	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA774-800	^^^	^^^					
	S 549																	of the University of California > Los Angeles > William Andrews Clark Memorial Library in Los Angeles USA	0	2	University of California						Angeles	USA	California	https://www.library.ucla.edu	https://clarklibrary.ucla.edu/research/	https://discovery.nationalarchives.gov.uk/details/a/A13530342	https://oac.cdlib.org/institutions/UCLA::Clark+(William+Andrews)+Memorial+Library	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA421-774	^^^	^^^					
	S 87	S 433	S 435	S 541	S 543	S 545	S 547											of the University of California > Berkeley > Bancroft Library in Berkeley USA	0	2	University of California						Berkeley	USA	California	https://www.lib.berkeley.edu	https://www.lib.berkeley.edu/visit/bancroft/about	https://discovery.nationalarchives.gov.uk/details/a/A13530027	https://oac.cdlib.org/institutions/UC+Berkeley::Bancroft+Library	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA86-780	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CA9	^^^					
																		of the University of California > California Digital Library > Online Archive of California in Oakland USA	0	2	University of California						Oakland	USA	California	https://cdlib.org	http://www.oac.cdlib.org	^^^	^^^	^^^	^^^	^^^					
																		of the University of California > California Digital Library > CaliSphere in Oakland USA	0	2	University of California						Oakland	USA	California	https://cdlib.org/services/pad/	https://calisphere.org	^^^	^^^	^^^	^^^	^^^					
	S 371																	of the University of Central Florida > John C Hitt Library in Orlando USA	0	1	University of Central Florida						Orlando	USA	Florida	https://library.ucf.edu	https://scua.library.ucf.edu	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:FL560-100	^^^	^^^	^^^	^^^					
																		of the University of Connecticut > Thomas J Dodd Center for Human Rights ie Thomas J Dodd Research Center ie Archives and Special Collections in Storrs USA	2	1	University of Connecticut						Storrs	USA	Connecticut	https://lib.uconn.edu	https://lib.uconn.edu/location/asc/	^^^	^^^	^^^	^^^	^^^					
	S 373																	of the University of Delaware > Morris Library ie Special Collections in Newark USA	1	1	University of Delaware						Newark	USA	Delaware	https://library.udel.edu	https://library.udel.edu/special/research-tools/	https://discovery.nationalarchives.gov.uk/details/a/A13530459	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:DE540-790	^^^	^^^	^^^					
																		of the University of Florida > Digital Library of the Caribbean ie dLOC in Gainesville USA	1	1	University of Florida						Gainesville	USA	Florida	https://dloc.domains.uflib.ufl.edu	https://www.dloc.com/	^^^	^^^	^^^	^^^	^^^					
	S 375																	of the University of Florida > George A Smathers Libraries in Gainesville USA	0	1	University of Florida						Gainesville	USA	Florida	https://uflib.ufl.edu	https://sasc.uflib.ufl.edu/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531389	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:FL4	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:FL220-800	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:FL220-805	^^^					
																		of the University of Kansas > Kenneth Spencer Research Library in Lawrence USA	0	1	University of Kansas						Lawrence	USA	Kansas	https://lib.ku.edu	https://spencer.lib.ku.edu/collections	^^^	^^^	^^^	^^^	^^^					
	S 553																	of the University of Leeds > Brotherton Library ie Special Collections Research Centre in Leeds UK	1	1	University of Leeds						Leeds	UK	England	https://library.leeds.ac.uk	https://library.leeds.ac.uk/info/1500/special_collections	https://discovery.nationalarchives.gov.uk/details/a/A13533122	^^^	^^^	^^^	^^^					
	S 477																	of the University of London > Senate House Library ie University of London > SAS > Senate House Library ie SAS > Institute of Commonwealth Studies > Library ie SAS > Institute of Latin American Studies > Library ie SAS > Institute of Historical Research > Library ie SAS > Institute for the Study of the Americas > Library in London UK	5	11	University of London						London	UK	England	https://www.london.ac.uk/ways-study/study-campus-london/student-services-and-support/libraries-including-senate-house-library	https://www.london.ac.uk/senate-house-library/our-collections/special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13531538	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:221	https://discovery.nationalarchives.gov.uk/details/a/A13530856	https://discovery.nationalarchives.gov.uk/details/a/A13530356	^^^					
	S 535																	of the University of London > UCL > Special Collections in London UK	0	2	University of London						London	UK	England	https://www.ucl.ac.uk/library/	https://www.ucl.ac.uk/library/special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13532956	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:176	^^^	^^^	^^^					
	S 337																	of the University of London > SOAS > Library in London UK	0	2	University of London						London	UK	England	https://www.soas.ac.uk/library/	https://www.soas.ac.uk/library/archives/	https://discovery.nationalarchives.gov.uk/details/a/A13532306	^^^	^^^	^^^	^^^					
																		of the University of London > Goldsmiths > Library in London UK	0	2	University of London						London	UK	England	https://www.gold.ac.uk/library/	https://www.gold.ac.uk/library/special-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531068	^^^	^^^	^^^	^^^					
																		of the University of London > King's College London > AIM25 in London UK	0	2	University of London						London	UK	England	https://aim25.com/intro.stm	https://aim25.com	-^-	-^-	-^-	-^-	-^-					
																		of the University of Manchester > John Rylands Research Institute and Library ie John Rylands Library in Manchester UK	1	1	University of Manchester						Manchester	UK	England	https://www.library.manchester.ac.uk	https://www.library.manchester.ac.uk/rylands/	-^-	-^-	-^-	-^-	-^-					
																		of the University of Michigan > Hatcher Library ie Harlan Hatcher Graduate Library ie Special Collections Research Center in Ann Arbor USA	2	1	University of Michigan						Arbor	USA	Michigan	https://www.lib.umich.edu	https://www.lib.umich.edu/find-borrow-request/find-materials/special-collections-and-archival-materials	https://discovery.nationalarchives.gov.uk/details/a/A13531387	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MI48109	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MI_48109-1190	^^^	^^^					
	S 377	S 555																of the University of Michigan > William L Clements Library in Ann Arbor USA	0	1	University of Michigan						Arbor	USA	Michigan	https://clements.umich.edu	https://clements.umich.edu/explore-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531201	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MI40-820	^^^	^^^	^^^					
																		of the University of Michigan > Bentley Historical Library in Ann Arbor USA	0	1	University of Michigan						Arbor	USA	Michigan	https://bentley.umich.edu	https://bentley.umich.edu/research/research-resources/	https://discovery.nationalarchives.gov.uk/details/a/A13531321	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:MI40-784	^^^	^^^	^^^					
	S 379	S 381																of the University of Minnesota > Elmer L Anderson Library ie Special Collections in Minneapolis USA	1	1	University of Minnesota						Minneapolis	USA	Minnesota	https://www.lib.umn.edu	https://www.lib.umn.edu/collections/special/search-collections	https://discovery.nationalarchives.gov.uk/details/a/A13531036	^^^	^^^	^^^	^^^					
																		of the University of New Mexico > Maxwell Museum of Anthropology > Archives in Albuquerque USA	0	2	University of New Mexico						Albuquerque	USA	New Mexico	https://maxwellmuseum.unm.edu/collections/archives	-^-	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:collection:111345	^^^	^^^	^^^	^^^					
																		of the University of New Mexico > New Mexico Archives Online ie Rocky Mountain Online Archive in Albuquerque USA	1	1	University of New Mexico						Albuquerque	USA	New Mexico	https://nmarchives.unm.edu	https://nmarchives.unm.edu	^^^	^^^	^^^	^^^	^^^					
																		of the University of North Carolina > Chapel Hill > Louis Round Wilson Library ie Special Collections Library in Chapel Hill USA	1	2	University of North Carolina						Hill	USA	North Carolina	https://library.unc.edu	https://library.unc.edu/wilson/visit/search/	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:NC150-800	^^^	^^^	^^^	^^^					
																		of the University of Notre Dame > Theodore M Hesburgh Library ie Rare Books and Special Collections in Notre Dame USA	1	1	University of Notre Dame						Dame	USA	Indiana	https://www.library.nd.edu	https://rarebooks.library.nd.edu/finding/	^^^	^^^	^^^	^^^	^^^					
	S 559																	"of the University of Pennsylvania > Van Pelt-Dietrich Library Center > Kislak Center for Special Collections, Rare Books and Manuscripts in Philadelphia USA"	0	2	University of Pennsylvania						Philadelphia	USA	Pennsylvania	https://www.library.upenn.edu	https://www.library.upenn.edu/kislak	^^^	^^^	^^^	^^^	^^^					
																		of the University of Pennsylvania > Van Pelt-Dietrich Library Center > Van Pelt Library in Philadelphia USA	0	2	University of Pennsylvania						Philadelphia	USA	Pennsylvania	https://www.library.upenn.edu	https://www.library.upenn.edu/vanpelt	https://discovery.nationalarchives.gov.uk/details/a/A13532885	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:PA726-775	^^^	^^^	^^^					
	S 557																	of the University of Pennsylvania > Library at the Katz Center for Advanced Judaic Studies in Philadelphia USA	0	1	University of Pennsylvania						Philadelphia	USA	Pennsylvania	https://www.library.upenn.edu	https://www.library.upenn.edu/lkcajs	^^^	^^^	^^^	^^^	^^^					
	S 561																	of the University of South Carolina > South Caroliniana Library in Columbia USA	0	1	University of South Carolina						Columbia	USA	South Carolina	https://sc.edu/about/offices_and_divisions/university_libraries/index.php	https://www.sc.edu/about/offices_and_divisions/university_libraries/about/locations/south_caroliniana/index.php	https://discovery.nationalarchives.gov.uk/details/a/A13532451	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:SC216-820	^^^	^^^	^^^					
																		of the University of South Carolina > Ernest F Hollings Special Collections Library in Columbia USA	0	1	University of South Carolina						Columbia	USA	South Carolina	https://sc.edu/about/offices_and_divisions/university_libraries/index.php	https://www.sc.edu/about/offices_and_divisions/university_libraries/browse/index.php	^^^	^^^	^^^	^^^	^^^					
	S 563																	of the University of Southampton > Hartley Library in Southampton UK	0	1	University of Southampton						Southampton	UK	England	https://www.southampton.ac.uk/library/index.page	https://www.southampton.ac.uk/archives/	https://discovery.nationalarchives.gov.uk/details/a/A13532568	^^^	^^^	^^^	^^^					
	S 385																	of the University of Texas > Austin > Nettie Lee Benson Latin American Collection in Austin USA	1	2	University of Texas						Austin	USA	Texas	https://www.lib.utexas.edu	https://www.lib.utexas.edu/about/locations/benson	https://discovery.nationalarchives.gov.uk/details/a/A13532724	https://txarchives.org/search/repository=utlac	^^^	^^^	^^^					
																		of the University of Texas > Austin > Harry Ransom Center ie Harry Ransom Humanities Research Library in Austin USA	1	2	University of Texas						Austin	USA	Texas	https://www.lib.utexas.edu	https://www.hrc.utexas.edu/search-the-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530839	https://txarchives.org/search/repository=uthrc	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:TX56-890	^^^	^^^					
	S 387	S 391																of the University of Texas > Austin > Dolph Briscoe Center for American History in Austin USA	0	2	University of Texas						Austin	USA	Texas	https://www.lib.utexas.edu	https://briscoecenter.org/research	https://txarchives.org/search/repository=utcah	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:TX78712	^^^	^^^	^^^					
																		of the University of Texas > Austin > Texas Archival Resources Online in Austin USA	0	2	University of Texas						Austin	USA	Texas	https://guides.lib.utexas.edu/az.php?a=t	https://txarchives.org/home	^^^	^^^	^^^	^^^	^^^					
																		of the University of Texas > Austin > Primeros Libros de las Américas in Austin USA	0	2	University of Texas						Austin	USA	Texas	https://primeroslibros.org/	https://primeroslibros.org/	^^^	^^^	^^^	^^^	^^^					
	S 397																	of the University of the West Indies > Cave Hill > Sidney Martin Library in Cave Hill Barbados	0	2	University of the West Indies						Hill	Barbados	St Michael	https://www.cavehill.uwi.edu/mainlibrary/home.aspx	-^-	^^^	^^^	^^^	^^^	^^^					
	S 395																	of the University of the West Indies > Mona > Main Library in Mona Jamaica	0	2	University of the West Indies						Mona	Jamaica	St Andrew	https://www.mona.uwi.edu/library/	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530151	^^^	^^^	^^^	^^^					
	S 393																	of the University of the West Indies > St Augustine > Alma Jordan Library in St Augustine Trinidad and Tobago	0	2	University of the West Indies						St Augustine	Trinidad and Tobago	Tunapuna–Piarco	https://libraries.sta.uwi.edu/ajl/	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530503	^^^	^^^	^^^	^^^					
																		of the University of Virginia > Social Networks and Archival Context Cooperative > Social Networks and Archival Context in Charlottesville USA	0	2	University of Virginia						Charlottesville	USA	Virginia	https://portal.snaccooperative.org/node/583	https://snaccooperative.org	^^^	^^^	^^^	^^^	^^^					
	S 565																	of the University of York > Raymond Burton Library for Humanities Research ie Borthwick Institute for Archives in York UK	1	1	University of York						York	UK	England	https://www.york.ac.uk/library/	https://www.york.ac.uk/library/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531293	^^^	^^^	^^^	^^^					
																		of the University of York > JB Morrell Library in York UK	0	1	University of York						York	UK	England	https://www.york.ac.uk/library/	https://www.york.ac.uk/library/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530536	^^^	^^^	^^^	^^^					
																		of the Virginia's Academic Library Consortium > Archival Resources of the Virginias ie Virginia Heritage in Fairfax USA	1	1	Virginia's Academic Library Consortium						Fairfax	USA	Virginia	https://arvasarchive.org/about/	https://arvasarchive.org	^^^	^^^	^^^	^^^	^^^					
	S 399																	of the Wellcome Collection ie Wellcome Library in London UK	1	0	Wellcome Collection						London	UK	England	https://wellcomecollection.org	https://wellcomecollection.org/collections	https://discovery.nationalarchives.gov.uk/details/a/A13533000	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/GB-120	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:020	^^^	review at http://dissertationreviews.org/wellcome-archives/					
	S 401																	of the West India Committee > Library and Archive in London UK	0	1	West India Committee						London	UK	England	https://westindiacommittee.org/libraryandarchive/	-^-	^^^	^^^	^^^	^^^	^^^					
	S 567																	of the West Sussex Record Office in Chichester UK	0	0	West Sussex Record Office						Chichester	UK	England	https://www.westsussex.gov.uk/leisure-recreation-and-community/history-and-heritage/west-sussex-record-office/	https://www.westsussex.gov.uk/leisure-recreation-and-community/history-and-heritage/west-sussex-record-office/	https://discovery.nationalarchives.gov.uk/details/a/A13531878	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:025	^^^	^^^	^^^					
	S 403																	of the West Yorkshire Archive Service > Leeds in Leeds UK	0	1	West Yorkshire Archive Service						Leeds	UK	England	https://www.wyjs.org.uk/archive-service/	https://www.wyjs.org.uk/archive-service/	https://discovery.nationalarchives.gov.uk/details/a/A13531670	^^^	^^^	^^^	^^^					
	S 405																	of the Westminster Abbey > Library and Muniment Room in London UK	0	1	Westminster Abbey						London	UK	England	https://www.westminster-abbey.org/about-the-abbey/library-research	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13531533	^^^	^^^	^^^	^^^					
																		of the Westminster Archives ie Westminster City Archives in London UK	1	0	Westminster Archives						London	UK	England	https://www.westminster.gov.uk/leisure-libraries-and-community/westminster-archives	https://www.westminster.gov.uk/leisure-libraries-and-community/oldarchive/search-archive-collections	https://discovery.nationalarchives.gov.uk/details/a/A13532376	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:050	^^^	^^^	^^^					
	S 419																	of the Yale University > Center for British Art > Library in New Haven USA	0	2	Yale University						Haven	USA	Connecticut	https://library.yale.edu	https://primarysources.yale.edu/discovery-tools	https://discovery.nationalarchives.gov.uk/details/a/A13530649	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CT505-895	^^^	^^^	^^^					
	S 409	S 411	S 417	S 571	S 573	S 575	S 577											of the Yale University > Sterling Memorial Library in New Haven USA	0	1	Yale University						Haven	USA	Connecticut	https://library.yale.edu	https://primarysources.yale.edu/discovery-tools	https://discovery.nationalarchives.gov.uk/details/a/A13532937	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CT505-960	^^^	^^^	^^^					
	S 413	S 415	S 579															of the Yale University > Beinecke Rare Book Library in New Haven USA	0	1	Yale University						Haven	USA	Connecticut	https://library.yale.edu	https://primarysources.yale.edu/discovery-tools	https://discovery.nationalarchives.gov.uk/details/a/A13531841	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:CT505-890	^^^	^^^	^^^					
	S 569																	of the Yale University > Lewis Walpole Library in New Haven USA	0	1	Yale University						Haven	USA	Connecticut	https://library.yale.edu	https://primarysources.yale.edu/discovery-tools	^^^	^^^	^^^	^^^	^^^					
	S 421																	of the Yale University > Divinity Library in New Haven USA	0	1	Yale University						Haven	USA	Connecticut	https://library.yale.edu	https://primarysources.yale.edu/discovery-tools	http://archives.chadwyck.com.ezp-prod1.hul.harvard.edu/fullrec/fullrec.do?id=CT505-900&resultNum=1&entries=1&area=repository&forward=search&queryId=../session/1659834265_2788#	^^^	^^^	^^^	^^^					
	S 581																	of the Yorkshire Archaeological and Historical Society > Library and Archives in Leeds UK	0	1	Yorkshire Archaeological and Historical Society						Leeds	UK	England	https://www.yas.org.uk	https://www.yas.org.uk/Collections/The-YAHS-collections	https://discovery.nationalarchives.gov.uk/details/a/A13530857	^^^	^^^	^^^	^^^					
	S 359																	of the Yorktown Museum in Yorktown Heights USA	0	0	Yorktown Museum						Heights	USA	New York	http://yorktownmuseum.org	-^-	^^^	^^^	^^^	^^^	^^^					
																			0	0												-^-	-^-	-^-	-^-	-^-					
																			0	0												-^-	-^-	-^-	-^-	-^-					
																			0	0												-^-	-^-	-^-	-^-	-^-					
																			0	0												-^-	-^-	-^-	-^-	-^-					
																			0	0												-^-	-^-	-^-	-^-	-^-					

Sheet 1-1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
						
		asdf	asdf	asdf		


Sheet 1-1-1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
						
		asdf	asdf	asdf		


Sheet 1-1-1-1-1: Table 1
						
						
						
						
						
						
						
						
			dasd			
						
						
						
						
						
						
	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 	asd sad f pdf pdf sd f. dfa sdf. ds ds asd a sd 		
